entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment
13155089,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,-3000.0,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,5000.0,2019-04-05,1989-06-29,2019-04-05,177000.0,Registreret revisor,-105800.0,954000.0,1100000.0,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,8000.0,34000.0,69000.0,0.0,Ãlgod,54000.0,2017-01-01,2017-12-31,2000.0,4000.0,-31000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,17000.0,2000.0,875000.0,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,-104000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,106000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,6410000.0,4759000.0,125000.0,0.0,5661000.0,414000.0,20000.0,831000.0,0.0,6410000.0,619000.0,1245000.0,206000.0,0.0,1245000.0,106000.0,130000.0,130000.0,20000.0,5430000.0,206000.0,619000.0,200000.0,180000.0,0.0,22000.0,67000.0,158000.0,,,,,,,
13155089,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,5429776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13155089,2018-01-01,2018-01-01,c507,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089500.0,1502384.0,,,,,
13155089,2018-01-01,2018-01-01,c522,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218614.0,1048624.0,,,,,
13155089,2018-01-01,2018-01-01,c542,,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAwL2IwLzg2L2ZiMTQtNDEzNC04ZjlkLWYxMTQ3MzIwYzMxNA.pdf,http://regnskaber.virk.dk/98055131/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RkLzZiLzFlLzNhNzYtNGJiMC05MjBkLTZlM2MzYjNmZDFjNw.xml,true,Ãlgod,6870.0,2.0,Torvet,Ãlgod,6870.0,Torvegade 11,6870 Ãlgod,Hvolligagervej 4,DK-6870 Ãlgod,Torvet 2,Til kapitalejeren i Otto Mikkelsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-04-05,1989-06-29,2019-04-05,,Registreret revisor,-105800.0,,,20222670.0,13155089.0,20222670.0,mne272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Otto Mikkelsen ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Christiansen,Otto Mikkelsen,Otto Mikkelsen,Sydbank,Otto Mikkelsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Ãlgod,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde Kommune,2018-12-31,2018-01-01,true,2019-04-05,Ãlgod,,,,urn:ofk:oid:26986403,indberetninger-20180424,2.5097342,13155089.0,AWoRsIyLRYGX6_YTG1sM,2019-04-12T13:15:52.133Z,2019-04-12T13:15:43.532Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-85-FK,2019-04-12T13:15:43.675Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10569.0,10569.0,,,,,
