entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,AverageNumberOfEmployees,ChangeInInventoriesOfFinishedGoodsWorkInProgressAndGoodsForResale,CostOfSales,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyCost,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
83321113,2014-05-01,2014-05-01,c9,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,2.0,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2014-05-01,2015-04-30,c3,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,26513.0,2.0,-13457.0,152838.0,0.0,142897.0,152607.0,9710.0,9710.0,9710.0,90699.0,436114.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2014-05-01,2015-04-30,c5,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,9710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2015-04-30,2015-04-30,c7,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,2.0,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,219402.0,37830.0,0.0,200000.0,219402.0,176805.0,0.0,0.0,0.0,113416.0,0.0,219402.0,42597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22677.0,15331.0,0.0,0.0,0.0,0.0,0.0,0.0,113416.0,-23195.0,0.0,0.0,42597.0,0.0,0.0,0.0,68156.0,0.0,0.0,0.0,0.0,19920.0,52825.0,,
83321113,2015-05-01,2015-05-01,c8,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,2.0,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2015-05-01,2016-04-30,c0,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,27487.0,2.0,-4944.0,212061.0,0.0,183516.0,150087.0,-33429.0,-33429.0,-33429.0,88376.0,482955.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2015-05-01,2016-04-30,c1,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Stevnbak Andersen,adm.direktÃ¸r
83321113,2015-05-01,2016-04-30,c2,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Stevnbak Andersen,adm.direktÃ¸r
83321113,2015-05-01,2016-04-30,c4,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,-33429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83321113,2016-04-30,2016-04-30,c6,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzJlLzQ3LzJjLzY5ZDctNDJhNS04MDU1LTY2ODdkZGRlNTNlZA.xhtml,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzAyLzdmLzA0LzU0ZDMtNDhhZS1iZTU1LTE0ZjNjMTBlOGQwYg.pdf,http://regnskaber.virk.dk/31112338/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzg3Lzk0LzNiL2VmOTItNGM5OC04NjczLTg5ZTQ3ZDRjMTBiYg.xml,true,Danmark,DK,farum,3520.0,37.0,farum hovedgade,Farum,3520.0,"13, 1",Akacietorvet,3520 farum,"akacietorvet 13,1",Regnskabsklasse B,2016-06-14,2016-06-14,hbo@hboinstruments.dk,83321113.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,ole stevnbak andersen,handelsbanken,HBO INSTRUMENTS ApS,ole andersen,2.0,Farum,2014-05-01,2015-04-30,2016-04-30,2015-05-01,false,false,Revision fravÃ¦lges,44995949.0,false,false,Ingen bistand,urn:ofk:oid:22918103,indberetninger-20180424,2.5953972,83321113,,2018-03-28T18:10:47.891Z,2016-08-24T13:39:21.178Z,regnskab,1.0,,2016-04-30,2015-05-01,X16-AZ-27-JJ,2016-08-24T13:39:21.449Z,,,,,,,,,,,,,,233055.0,7062.0,0.0,200000.0,233055.0,146166.0,0.0,0.0,0.0,108472.0,0.0,233055.0,86889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60467.0,15331.0,0.0,0.0,0.0,0.0,0.0,0.0,108472.0,-53834.0,0.0,0.0,86889.0,0.0,0.0,0.0,117521.0,0.0,0.0,0.0,0.0,26422.0,102190.0,,
