entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,DevelopmentProjectsInProgress,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTradePayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RestOfOtherReserves,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
33166141,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,687905.0,331080.0,449830.0,6212.0,5199.0,-351714.0,-570168.0,-569155.0,-218454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,-351714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-12-31,2017-12-31,ID_12,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,2700933.0,66197.0,2399200.0,392221.0,0.0,2308712.0,2182868.0,2308712.0,2700933.0,518065.0,324787.0,0.0,342090.0,17303.0,2308712.0,90204.0,218822.0,1639268.0,-5262930.0,3407330.0,175975.0,85771.0,326024.0,0.0,107202.0,,,
33166141,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,787796.0,303670.0,367201.0,5028.0,4.0,-601321.0,-729289.0,-724265.0,-127968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Lindhoff,Bestyrelsesmedlem,
33166141,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2018-01-01,2018-12-31,ID_16,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,-601321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I4LzA3LzJmL2I2ZjctNDM3My04N2ViLTA2YTE4MjM0NTBmOQ.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2M4LzJhLzg3LzU5NzEtNDc3MS1iMDhiLTM4MDU0MjAzODhkZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-28,2019-05-28,2010-09-30,2019-05-29,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,false,false,true,true,2019-05-28,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27497615,indberetninger-20180424,2.5118417999999996,33166141.0,AWtSllDZGQc-fA3G3JED,2019-06-13T20:45:30.439Z,2019-06-13T20:45:09.684Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-28-VP,2019-06-13T20:45:10.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
