entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DevelopmentProjectsInProgress,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,LongtermTradePayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RestOfOtherReserves,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
33166141,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,739544.0,58689.0,-282088.0,759.0,151.0,-891210.0,-1080929.0,-1080320.0,-189719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2016-01-01,2016-12-31,ID_17,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,891210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2016-12-31,2016-12-31,ID_12,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,2869499.0,571557.0,2399200.0,867527.0,0.0,2001972.0,2344172.0,2001972.0,2869499.0,525327.0,324787.0,431854.0,107067.0,2001972.0,54091.0,242615.0,836416.0,-4298774.0,3407330.0,93473.0,4723.0,41267.0,295970.0,0.0,-6608.0,53355.0,,,
33166141,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,687905.0,331080.0,449830.0,6212.0,5199.0,-351714.0,-570168.0,-569155.0,-218454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Lindhoff Christensen,Bestyrelsesmedlem,
33166141,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_16,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,351714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33166141,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2Y1LzI1L2U5L2JlYzUtNDAxYy05YmVmLTFhNmJkMzBhZGJjOA.pdf,http://regnskaber.virk.dk/14166133/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2ZkL2JkL2ExL2RkNjgtNDU4Zi1hNzYyLTAyYzM5NTEyZDhiZg.xml,true,"Greve, 2670",Korskildelund 6,Til kapitalejerne i Algoplan Technologies ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-06-18,2018-06-18,2010-09-30,2018-06-19,33164076.0,33166141.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Algoplan Technologies ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Kenn Hersted,R3 Revision,Algoplan Technologies ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,false,false,true,true,2018-06-18,Greve,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25881514,indberetninger-20180424,2.5124266,33166141.0,AWQcEO2O0wkEsASkt7I3,2018-06-20T07:21:26.166Z,2018-06-20T07:20:27.672Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-65-LA,2018-06-20T07:20:28.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
