entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32264573,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,0.0,28108.0,-28108.0,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,2946.0,158008.0,LÃ¸kken,2016-01-01,2016-12-31,98398.0,126954.0,-28108.0,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,28556.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,500000.0,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,-401602.0,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,7495628.0,151700.0,125000.0,7495628.0,7476628.0,7495628.0,19000.0,7254043.0,0.0,500000.0,0.0,0.0,6851628.0,7254043.0,19000.0,89885.0,0.0,89885.0,19000.0,,,
32264573,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,125000.0,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,6851628.0,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,500000.0,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,7476628.0,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,0.0,32802.0,-32802.0,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,121828.0,719722.0,LÃ¸kken,2016-01-01,2016-12-31,440660.0,565092.0,-32802.0,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,124432.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,,,,,,,,,,,,,,,,500000.0,,
32264573,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzdkL2MxLzFhLzRkOWMtNGM4NS1hMWY2LTRmODc3MzU5NDY3Mw.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzA3L2JlLzQ3LzNmNzktNDg1OS05MjA5LTAwMDZjODMyYTM0Yg.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzA5L2U0LzYyLzU0MTItNGRhOS05MGEwLWUzMWIyMzA0MjlhYw.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-07,2018-02-08,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-07,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25038624,indberetninger-20180424,2.595548,32264573.0,,2018-04-03T19:30:57.829Z,2018-02-08T14:00:53.006Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-22-MS,2018-02-08T14:00:53.235Z,,,,,,,,,,,,,,,,,,,,,18798344.0,REVISIONSFIRMA BÃRGE LORENZEN
