entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32264573,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,0.0,32802.0,-32802.0,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,121828.0,719722.0,LÃ¸kken,2017-01-01,2017-12-31,440660.0,565092.0,-32802.0,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,124432.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,500000.0,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,-59340.0,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,7457559.0,125859.0,125000.0,7457559.0,0.0,7417288.0,7457559.0,40271.0,7331700.0,0.0,500000.0,0.0,0.0,6792288.0,7331700.0,40271.0,0.0,21521.0,0.0,18750.0,,
32264573,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,0.0,28544.0,-28544.0,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,1214016.0,631638.0,LÃ¸kken,2017-01-01,2017-12-31,-476524.0,-610922.0,-28544.0,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,-134398.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,18798344.0,REVISIONSFIRMA BÃRGE LORENZEN
32264573,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,18798344.0,REVISIONSFIRMA BÃRGE LORENZEN
32264573,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,2000000.0,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
32264573,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2E1LzkyLzE0L2ZhYmItNDc3Mi1iY2NiLTc4NjJjY2I2MWNlYQ.xhtml,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzZlL2Y5L2ZiL2VhLzVjNWUtNDlhZC05YThkLTZjNzEwZDI5ZmE1Ng.pdf,http://regnskaber.virk.dk/37546223/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RlL2QwLzRiLzQ5NWEtNDllYy1hOWZmLTM1Nzc5MTlhZjlkZA.xml,true,Danmark,DK,Aabybro,9440.0,6.0,Grundtvigsvej,LÃ¸kken,9480.0,3.0,SÃ¸ndergade,LÃ¸kken,9480.0,21.0,Askevej,9440  Aabybro,Grundtvigsvej 6,Til den daglige ledelse i LÃ¸kken LC Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-28,2019-02-01,statsaut. revisor,,,,32264573.0,mne8767,1001275748.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,BÃ¸rge Lorenzen,Leo Christoffersen,Leo Christoffersen,Nordjyske Bank,LÃKKEN LC HOLDING ApS,BÃ¸rge Lorenzen,,,LÃ¸kken,2017-01-01,2017-12-31,-2476524.0,,,2018-12-31,2018-01-01,false,false,2019-01-28,Aabybro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26631128,indberetninger-20180424,2.59279,32264573.0,AWipLE3Aet7j816D360l,2019-02-01T13:08:39.647Z,2019-02-01T13:07:58.394Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-02-CC,2019-02-01T13:07:58.932Z,,,,,,,,,,,,,,,,,,,,,,
