entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,TypeOfAuditorAssistance,AdditionsToInvestments,DividendIncomeRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
33579098,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,8312.0,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,0.0,-216813.0,Ãrsrapport,17874.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,22439.0,18570.0,696.0,Klampenborg,2016-01-01,2016-12-31,-228994.0,-228994.0,-225125.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,0.0,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579098,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,-228994.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579098,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,78319.0,51107.0,80000.0,-269843.0,78319.0,276602.0,0.0,0.0,268205.0,0.0,0.0,268205.0,23815.0,2147.0,0.0,71560.0,71560.0,-349843.0,23815.0,8397.0,3397.0,521.0,2876.0,6250.0,,,,,,
33579098,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33579098,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,-349842.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33579098,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,-80000.0,80000.0,,,,
33579098,2017-01-01,2017-01-01,c573,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,-231592.0,231592.0,,,,
33579098,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,27887.0,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,-40272.0,-51712.0,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,299.0,4956.0,4956.0,Klampenborg,2016-01-01,2016-12-31,-34670.0,-34670.0,-79599.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,0.0,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Andre erklÃ¦ringer uden sikkerhed,,,
33579098,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,-34670.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579098,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2JmLzc0L2U2LzhlY2ItNGZhZC04NzlmLWEzZmI5YmYzNzI0MA.pdf,http://regnskaber.virk.dk/89097533/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2VjL2RmLzYxLzA5MDItNDdkNy1hZWM3LTNkZDUxNGM4MTU4Yg.xml,true,2930 Klampenborg,Strandvejen 347,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AEGB Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-20,2011-03-22,2018-06-20,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 tkr. pr. balancedagen.,,20222670.0,33579098.0,20222670.0,mne34483,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AEGB Holding ApS.,,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Elsebeth Gottschalck,Elsebeth Gottschalck,BDO Statsautoriseret revisionsaktieselskab,AEGB Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Klampenborg,2016-01-01,2016-12-31,-34670.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klampenborg,2017-12-31,2017-01-01,false,2018-06-20,KÃ¸benhavn,,urn:ofk:oid:25894933,indberetninger-20180424,2.5118417999999996,33579098.0,AWQe3zeW0wkEsASkt9Kg,2018-06-20T20:25:08.879Z,2018-06-20T20:25:00.020Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-78-EL,2018-06-20T20:25:00.174Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
