entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
35816224,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,-191952.0,3.0,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,0.0,Statsautoriseret revisor,Joel.Andersson@prose.one,2007302.0,1153586.0,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,15863.0,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,85402.0,24112.0,1320.0,8249.0,1320.0,KÃ¸benhavn,209361.0,2017-01-01,2017-12-31,-684556.0,-876508.0,-853716.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,13211.0,-191952.0,+45 46 75 26 25,1699328.0,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35816224,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,-684556.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35816224,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,2349532.0,795073.0,100000.0,213609.0,-220656.0,0.0,2349532.0,2570188.0,25200.0,1004192.0,1004192.0,25200.0,25200.0,293012.0,1009.0,0.0,-320656.0,1565996.0,513767.0,1529259.0,359222.0,34000.0,759217.0,921419.0,,
35816224,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,
35816224,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,-320656.0,,,,,,,,,,,,,,,,,,,,,
35816224,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,-6391.0,4.0,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,4858.0,Statsautoriseret revisor,Joel.Andersson@prose.one,3365097.0,1035590.0,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,85307.0,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,91026.0,95355.0,0.0,10048.0,0.0,KÃ¸benhavn,513102.0,2017-01-01,2017-12-31,-2423329.0,-2429720.0,-2334365.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,27026.0,-6391.0,+45 46 75 26 25,2733943.0,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
35816224,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,-2423329.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35816224,2018-01-01,2018-12-31,c254,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,-2423329.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35816224,2018-01-01,2018-12-31,c321,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35816224,2018-01-01,2018-12-31,c637,,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2M0L2Y5LzUyL2VmY2QtNDc4Ny1hNTRmLTIyYmNkZDI2NjUyMw.pdf,http://regnskaber.virk.dk/42261853/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2RlL2FjLzRmL2VkNmUtNDJlOS1iZjY4LTc1NTQ3YmM3ZDY5YQ.xml,true,Roskilde,4000.0,18.0,Ringstedvej,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,1561 KÃ¸benhavn,"c/o BDO Statsautoriseret revisionsaktieselskab, Havneholmen 29 1.",DK-4000 Roskilde,Ringstedvej 18,,,Regnskabsklasse B,2019-06-05,2014-02-11,2019-06-06,,Statsautoriseret revisor,Joel.Andersson@prose.one,,,www.prose.one,20222670.0,35816224.0,20222670.0,mne33210,Ãrsrapport,,0.0,Dan R. Petersen,Joel Gustav Andersson,Joel Gustav Andersson,"Danske Bank A/S, International Business Direct",Prose ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-05,Roskilde,,,+45 46 75 26 25,,urn:ofk:oid:27429979,indberetninger-20180424,2.5124402000000003,35816224.0,AWssujkcRYGX6_YTIf2q,2019-06-06T12:19:15.502Z,2019-06-06T12:18:49.564Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-88-PL,2019-06-06T12:18:49.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,
