entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,NameAndSurnameOfMemberOfExecutiveBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
13959137,2015-10-01,2015-10-01,c704,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",210000.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2015-10-01,c725,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",-166568.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c120,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,59525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c3,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,59525.0,4.0,64678.0,1181178.0,1363299.0,56675.0,15584.0,73447.0,76352.0,117443.0,12272.0,16827.0,1095459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c726,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,59525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2016-09-30,2016-09-30,c4,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",102957.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,3124292.0,303716.0,210000.0,1249523.0,4605.0,575166.0,1874769.0,3124292.0,2950124.0,1234542.0,1234542.0,1874769.0,1335647.0,3981.0,1874769.0,71211.0,71211.0,575166.0,-107043.0,1715582.0,119000.0,370641.0,260935.0,362055.0,,,,,,,,,,,,,
13959137,2016-09-30,2016-09-30,c706,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",210000.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2016-09-30,2016-09-30,c727,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",-107043.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2016-10-01,2016-10-01,c142,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577703.0,3452472.0,,,,,,,,,,,
13959137,2016-10-01,2016-10-01,c157,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzgwLzBiLzExL2NiMTctNDBlZi05NDBiLWI0YjQ2YjRjMzM4OA.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQ1L2ZhLzNlLzYzYTMtNDk4OS05NzZhLTYxN2E0NmI5M2VkNA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2018-01-16,2018-01-16,2018-01-16,62328.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,584000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,2018-01-16,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24975015,indberetninger-20180424,2.511672,13959137.0,,2018-04-03T16:23:46.379Z,2018-01-23T10:32:43.955Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-60-HL,2018-01-23T10:32:44.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072067.0,1072067.0,,,,,,,,,,,
