entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables
33366507,2010-12-03,2010-12-03,c176,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,0.0,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,90000.0,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2010-12-03,c470,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2010-12-03,c488,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2010-12-03,c494,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2010-12-03,c497,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2011-12-31,c109,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2011-12-31,c123,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,199650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2011-12-31,c178,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,,-300000.0,332277.0,,,,,,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2011-12-31,c3,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,328527.0,,,-5000.0,332277.0,327277.0,-5000.0,-1250.0,,,,,,,,,,,,,,,,,,,
33366507,2010-12-03,2011-12-31,c408,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8vcGRmcy8zMzM2NjUwNztBcFM0ODUxOTA7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/70566333/Y3ZyLmRrOi8veGJybHMvWC1DNjQ5MDNGOS0yMDEzMDQwOF8xMzA1MDlfODkw.xml,,Danmark,8210 Aarhus V,Sommervej 31 C,8000  Aarhus C,"Horsensgade 2, 1. sal",8210 Aarhus V,Sommervej 31 C,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-02-27,2013-02-27,2011-12-03,2013-04-05,Andre eksterne omkostninger omfatter omkostninger til administration.,aarhus@rgdrevision.dk,30506804.0,33366507.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012 for Exigo Holding ApS.,Ãrsrapport,,Morten Ryberg,Kristian Birch Pedersen,Kristian Birch Pedersen,"rgd revision, statsautoriseret revisionspartnerselskab",Exigo Holding ApS,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,ApS,Exigo Consult ApS,Aarhus,2012-12-31,2012-01-01,100.0,2013-02-27,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,urn:ofk:oid:13916101,indberetninger-20180424,2.512261,33366507.0,,2018-04-01T13:36:48.472Z,2013-04-08T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.433,2013-04-08T22:00:00.000Z,,32277.0,,,,,,,,,,,,,,,,,,,,,,,,,,
