entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DividendPaid,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
32473180,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,-1490.0,9.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",470800.0,2019-01-24,2009-10-01,2019-01-31,108193.0,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,4524035.0,+45 66 12 51 67,6740949.0,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,87841.0,17812.0,Odense,139443.0,2017-01-01,2017-12-31,1621599.0,2090909.0,2108721.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,79680.0,469310.0,+45 66 12 51 12,4217071.0,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473180,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,1124000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473180,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,497599.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473180,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,14185268.0,1335268.0,501000.0,79528.0,2629698.0,140145.0,1784249.0,14185268.0,11506181.0,154083.0,154083.0,1924394.0,10380169.0,1924394.0,1124000.0,49389.0,49389.0,1004698.0,877.0,11352098.0,91706.0,10925606.0,70800.0,65237.0,465909.0,,,
32473180,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,501000.0,,,,,,,,,,,,,,,,,,,,,,,
32473180,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,1004699.0,,,,,,,,,,,,,,,,,,,,,,,
32473180,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,1124000.0,,,,,,,,,,,,,,,,,,,,,,,
32473180,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,-5032.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",339130.0,2019-01-24,2009-10-01,2019-01-31,101586.0,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,5087879.0,+45 66 12 51 67,6698563.0,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,106012.0,34647.0,Odense,142348.0,2017-01-01,2017-12-31,1140353.0,1474451.0,1509098.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,83126.0,334098.0,+45 66 12 51 12,4756393.0,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
32473180,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,1140000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473180,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzAyLzFiL2Y1LzY1YTMtNGQ5ZC1iMDMyLTg4MDI0ODBjOTYzNg.pdf,http://regnskaber.virk.dk/08137423/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ1L2FlLzU2LzJlMzEtNDQ0ZS1iY2UxLTA1YjAyOTZhNzAzOA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Odense C,5000.0,1.0,Flakhaven,5000 Odense C,Hunderupvej 59,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Advokatfirmaet Helbing A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-01-24,2009-10-01,2019-01-31,,Statsautoriseret revisor,Selskabet har en leasingaftale med en Ã¥rlig ydelse pÃ¥ 50 tkr. Aftalen udlÃ¸ber 31. oktober 2019.,-1124000.0,info@helbing.dk,,+45 66 12 51 67,,www.helbing.dk,20222670.0,32473180.0,20222670.0,mne27706,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Advokatfirmaet Helbing A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Sten MÃ¸ller,Sten MÃ¸ller,Danske Bank,Advokatfirmaet Helbing A/S,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2017-01-01,2017-12-31,353.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-01-24,Odense,,,+45 66 12 51 12,,urn:ofk:oid:26623411,indberetninger-20180424,2.511682,32473180.0,AWijwfU3et7j816D35Q9,2019-01-31T11:54:21.169Z,2019-01-31T11:53:43.356Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-30-QG,2019-01-31T11:53:43.531Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
