entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
35471367,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,10128.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",2367354.0,2322122.0,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,509.0,Nibe,2017-01-01,2017-12-31,-57259.0,-55869.0,-55360.0,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,1390.0,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,,
35471367,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,-57259.0,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,,
35471367,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,178746.0,43152.0,80000.0,95815.0,32314.0,82931.0,178746.0,143872.0,82931.0,125815.0,52663.0,82931.0,2560.0,2560.0,-47686.0,143872.0,0.0,52663.0,0.0,18057.0,,
35471367,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,-47686.0,,,,,,,,,,,,,,,,,
35471367,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,32314.0,,,,,,,,,,,,,,,,,
35471367,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,80000.0,,,,,,,,,,,,,,,,,
35471367,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,25010.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",2306222.0,2391819.0,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,-696.0,Nibe,2017-01-01,2017-12-31,33818.0,59891.0,60587.0,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,26073.0,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,,
35471367,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,91778750.0,Registreret Revisor Verner Freundlich Larsen
35471367,2018-01-01,2018-12-31,c12,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,33818.0,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,,
35471367,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2E0L2RhLzU4LzlmZjQtNDBiOC1iYTQzLTg5MDQyMWFjMWU3Zg.xhtml,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2NhL2Y4LzBhL2I1NDItNDNiNy1hMDQxLTMwNjY3ZTVjMjM1Zg.pdf,http://regnskaber.virk.dk/76317453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzUwLzlmLzUwL2U4YzUtNGQ5NS1hNjZjLTRiNjcyNzZjYzMxMQ.xml,true,Danmark,DK,Aalborg,9000.0,5.0,Thyboevej,Nibe,9240.0,5.0,Skalhuse,9000 Aalborg,Thyboevej 5,Til den daglige ledelse i Covenco DK ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-25,2019-05-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">leasingforpligtelser udgÃ¸r kr. 298.439.</p>",,,35471367.0,mne862,1005189241.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Verner Freundlich Larsen,Verner Larsen,Maurice John Troup,COVENCO DK ApS,Verner Larsen,,Nibe,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-25,Aalborg,,98402310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27288338,indberetninger-20180424,2.5927862999999998,35471367.0,AWsDAokeRYGX6_YTIKZ2,2019-05-29T09:54:30.912Z,2019-05-29T09:53:45.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-92-LU,2019-05-29T09:53:45.832Z,,,,,,,,,,,,,,,,,,,,,,
