entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprises,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
53659810,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,85896.0,ek@geokon.dk,303904.0,546938.0,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,955034.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,431262.0,525664.0,0.0,RÃ¸dovre,2016-01-01,2016-12-31,1309448.0,1411713.0,157138.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,226123.0,978200.0,true,2018-05-08,Kastrup,102265.0,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,-103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,-955034.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2016-01-01,2016-12-31,ID_17,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,-251014.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,21374985.0,309148.0,500000.0,330269.0,17748190.0,9858438.0,21374985.0,3626795.0,3009065.0,10935443.0,4393073.0,3009065.0,21044716.0,6342370.0,200000.0,553578.0,21121.0,250835.0,10109273.0,103400.0,3893073.0,13251717.0,617730.0,64152.0,21121.0,,,
53659810,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,70360.0,ek@geokon.dk,303853.0,512421.0,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,-752858.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,387179.0,601497.0,77180.0,RÃ¸dovre,2016-01-01,2016-12-31,-415689.0,-267968.0,61028.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,177635.0,899600.0,true,2018-05-08,Kastrup,147721.0,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,752858.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53659810,2017-01-01,2017-12-31,ID_16,,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2E5LzU0LzFkL2QxMGEtNGU3Ni1hMmU2LTVkMTcwOTQxNTUxMg.pdf,http://regnskaber.virk.dk/01895635/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2I2LzFjLzQ4ZWEtNDU4Ni04YTA5LTFlMGIyZTc4Y2Y2NQ.xml,true,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Geokon Holding A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-08,2018-05-08,1979-10-05,2018-05-08,,ek@geokon.dk,,,13254192.0,53659810.0,13254192.0,mne2669,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Geokon Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Susanne Fagerli-Nielsen,Erik Kirsbo,Revisionsfirmaet Gutfelt A/S,Geokon Holding A/S,Revisionsfirmaet Gutfelt A/S,,,,RÃ¸dovre,2016-01-01,2016-12-31,-231369.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,,true,2018-05-08,Kastrup,,36 72 30 11,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25435316,indberetninger-20180424,2.5124211,53659810.0,AWNEDsovx8uVRSOdgY6e,2018-05-09T08:40:33.664Z,2018-05-09T08:40:07.863Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-00-VT,2018-05-09T08:40:08.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
