entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
28665091,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,127873.0,230388.0,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,1138.0,174.0,Kolding,2014-01-01,2014-12-31,127644.0,101551.0,102515.0,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,-26093.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,127644.0,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,711408.0,3004.0,125000.0,711408.0,26093.0,6988.0,163393.0,151130.0,711408.0,548015.0,151130.0,144907.0,38393.0,548015.0,557274.0,403108.0,524193.0,
28665091,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,675402.0,755970.0,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,5848.0,37.0,Kolding,2014-01-01,2014-12-31,56510.0,74757.0,80568.0,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,18247.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,Junker-regnskab
28665091,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,56510.0,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,,,,,,,,,,,,,,,,,,
28665091,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzI1Lzc1L2M4LzNkOTAtNDI2Yy1hMWQ4LWZkNzVkOTAyY2RmNA.xhtml,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzU5L2MyL2I5LzRiOTgtNGQzYy05ZGZhLTVkYWU5YTIyMGYwYw.pdf,http://regnskaber.virk.dk/19056682/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzI3L2M2LzNhL2RlMGItNGVmMy1iMTA2LTM2ZTZkNTYzMjdkZQ.xml,true,Lunderskov,6640.0,52.0,Herredsvejen,Kolding,6000.0,1.0,Buen,Kolding,6000.0,22.0,Nordager,6640 Lunderskov,Herredsvejen 52,Til ledelsen i Eversgreen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-08,2016-05-30,revisor og regnskabskonsulent,mail@eversgreen.dk,,,36155205.0,28665091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alice Junker,Kaj Deleuran Evers,Kaj Deleuran Evers,Arbejdernes Landsbank,EVERSGREEN ApS,Alice Junker,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-03-08,Lejrskov,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22563163,indberetninger-20180424,2.5927877,28665091.0,,2018-03-28T18:48:28.220Z,2016-06-01T15:52:18.271Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PK,2016-06-01T15:52:18.485Z,697908.0,69290.0,125000.0,697908.0,7846.0,164425.0,219903.0,362984.0,697908.0,478005.0,362984.0,213435.0,94903.0,478005.0,265634.0,264570.0,93363.0,
