entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameOfAuditFirm
24984001,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,-3000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-51000.0,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,107000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,-1000.0,0.0,KÃ¸benhavn,154000.0,208000.0,102000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,-54000.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,
24984001,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,54000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,
24984001,2014-01-01,2014-12-31,c6,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,
24984001,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,1144000.0,77000.0,266000.0,1144000.0,3000.0,735000.0,1144000.0,409000.0,850000.0,340000.0,188000.0,100000.0,369000.0,850000.0,409000.0,217000.0,69000.0,0.0,26000.0,
24984001,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,266000.0,,,,,,,,,,,,,,
24984001,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,368512.0,,,,,,,,,,,,,,
24984001,2015-01-01,2015-01-01,c161,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,99800.0,,,,,,,,,,,,,,
24984001,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-12127.0,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,27922.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,-5078.0,68.0,KÃ¸benhavn,32802.0,44929.0,22017.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,-12127.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
24984001,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,-68398.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,
24984001,2015-01-01,2015-12-31,c162,,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzdmLzk5L2MyLzY4NDUtNGQyNy04N2Q1LTU0NGU4MzViMGFiMA.pdf,http://regnskaber.virk.dk/10048942/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2Q3LzQwL2I3L2E4YTctNGUyMy1iNzg1LTYxYzBhM2VlMjZmMg.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1620.0,8.0,Vesterbrogade,1260 KÃ¸benhavn K,Bredgade 25 D,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jensen & Kompagni ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-03-03,1999-10-15,2016-03-09,Statsautoriseret revisor,-99800.0,20222670.0,24984001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Jensen & Kompagni ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lasse Jensen,Lasse Jensen,Nordea Bank Danmark A/S,Jensen & Kompagni ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,2016-03-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22105491,indberetninger-20180424,2.5124211,24984001.0,,2018-03-29T04:24:57.939Z,2016-03-15T11:35:42.461Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-29-AT,2016-03-15T11:35:42.587Z,,,,,,,,,,,,,,,,,,,,
