entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
36624817,2011-01-01,2011-01-01,c476,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,1000000.0,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-01-01,c494,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,3543968.0,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-01-01,c497,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,48300.0,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-12-31,c109,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,48300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,-79130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,-30830.0,14871.0,62889.0,152266.0,63212.0,-41036.0,48018.0,-10206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-12-31,c495,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,-79130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-01-01,2011-12-31,c498,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,48300.0,48300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624817,2011-12-31,2011-12-31,c4,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,4513138.0,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,,,11836738.0,850950.0,1000000.0,1151914.0,112827.0,6044.0,10684824.0,11836738.0,7323600.0,7145737.0,6957487.0,10684824.0,188250.0,110699.0,9645.0,71394.0,10684824.0,48300.0,3464838.0,0.0,110699.0,177863.0,122868.0,14100.0,190265.0,0.0,31250.0,0.0,,,
36624817,2011-12-31,2011-12-31,c472,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8vcGRmcy8zNjYyNDgxNztBL1MyNDIxOTsyMDEyMDEwMTsyMDEyMTIzMTtSO1I.pdf,http://regnskaber.virk.dk/71842663/Y3ZyLmRrOi8veGJybHMvWC1DOTZGODRBNy0yMDEzMDYwNl8xMDU2NDFfNDI1.xml,Danmark,8210 Aarhus V,Sommervej 31 C,8240  Risskov,RÃ¸nnevej 4 B,8210 Aarhus V,Sommervej 31 C,aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-17,2013-04-17,1953-03-21,2013-05-31,89227.0,aarhus@rgdrevision.dk,1000000.0,30506804.0,36624817.0,30506804.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012 for M M Invest A/S.,Ãrsrapport,6133075.0,204407.0,Stig Rasmussen,Steffen Ebdrup,Marie-Louise Vagnby,"rgd revision, statsautoriseret revisionspartnerselskab",M M Invest A/S,"rgd revision, statsautoriseret revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Risskov,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2012-12-31,2012-01-01,2013-04-17,Aarhus,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",86 13 31 00,86185991.0,urn:ofk:oid:20118857,indberetninger-20180424,2.5118406,36624817.0,,2018-04-01T20:43:27.904Z,2013-06-06T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-5.314,2013-06-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
