entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard
17637681,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,200000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,121000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,115000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,115000.0,90000.0,332000.0,79000.0,79000.0,163000.0,242000.0,48000.0,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,115000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,436000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,6106000.0,200000.0,53000.0,151000.0,6053000.0,6106000.0,5670000.0,2730000.0,2579000.0,6053000.0,2621000.0,6053000.0,236000.0,145000.0,2940000.0,130000.0,53000.0,44000.0,53000.0,,,
17637681,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,200000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,236000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2015-01-01,2015-01-01,c145,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,537974.0,6590745.0,
17637681,2015-01-01,2015-01-01,c181,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzM4LzBiLzljLzA0YjgtNGNkOS1iOTc2LTczNWQ0ZDJjNTAzMQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2U0L2U4LzYxL2NlNjQtNDAyZC1iZGVlLWE5YzRiZGJjYmZmOA.xml,1011393.0,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-03-21,2016-03-21,2016-04-01,119444.0,200000.0,17637681.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for Henla Import ApS.,Ãrsrapport,1930000.0,130000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henning Larsen,Danske Bank A/S,Henla Import ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22167518,indberetninger-20180424,2.5124327999999996,17637681.0,,2018-03-28T15:05:42.564Z,2016-04-01T11:13:02.252Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-18-DV,2016-04-01T11:13:02.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
