entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard
17637681,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,54000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,54000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,147000.0,389000.0,166000.0,76000.0,242000.0,22000.0,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,8690000.0,200000.0,78000.0,558000.0,8612000.0,8690000.0,8132000.0,2320000.0,2320000.0,8612000.0,4024000.0,8612000.0,0.0,0.0,358000.0,1650000.0,5812000.0,130000.0,78000.0,8000.0,78000.0,,,
17637681,2017-01-01,2017-01-01,c145,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,804216.0,9415797.0,
17637681,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,-38190.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,267874.0,668055.0,402536.0,-2355.0,400181.0,35835.0,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2017-01-01,2017-12-31,c122,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,-38190.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2017-01-01,2017-12-31,c149,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17637681,2017-01-01,2017-12-31,c70,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Larsen
17637681,2017-01-01,2017-12-31,c71,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henning Larsen
17637681,2017-01-01,2017-12-31,c88,,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgyLzE0LzBmLzU5NjQtNGU2OC1hZGQzLWI3YTkxZmFiYmJhNQ.pdf,http://regnskaber.virk.dk/18673671/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzE4LzIwLzgwLzlmMjYtNDMwOS05NTZhLTY2N2I5MGM0ZDZmYw.xml,8879146.0,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,StÃ¸vring,9530.0,43.0,Vestre Alle,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-23,2018-04-23,2018-04-23,267874.0,statsautoriseret revisor,aalborg@redmark.dk,29442789.0,17637681.0,29442789.0,mne24699,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Henla Import Aps.,Ãrsrapport,7592000.0,371500.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Marian Fruergaard,Henning Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,Henla Import Aps,"Redmark, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-04-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25424283,indberetninger-20180424,2.5124402000000003,17637681.0,AWM-Zt_ix8uVRSOdgWWQ,2018-05-08T06:19:33.341Z,2018-05-08T06:18:35.558Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-87-TL,2018-05-08T06:18:35.708Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
