entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment
25285786,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",11518.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",283363.0,2017-02-15,2000-03-21,2017-03-09,-289583.0,Statsautoriseret revisor,-900000.0,-3771515.0,5289777.0,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,12287.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,-58.0,16274.0,3987.0,Middelfart,838777.0,2015-01-01,2015-12-31,950014.0,1244895.0,1228679.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,60456.0,-294881.0,2872282.0,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,900000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,50014.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,5137414.0,282121.0,125000.0,42773.0,3463452.0,721523.0,715729.0,1822207.0,5137414.0,1531571.0,715729.0,2543730.0,8.0,591289.0,2543730.0,900000.0,142391.0,142391.0,2438452.0,1531571.0,1595834.0,132058.0,283363.0,656919.0,1421003.0,,,,,,,,,
25285786,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,2438453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25285786,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,716662.0,2538869.0,,,,,,,
25285786,2016-01-01,2016-01-01,c456,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-15,2000-03-21,2017-03-09,,Statsautoriseret revisor,-900000.0,,,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Middelfart,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,,,,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,1699802.0,2421323.0,,,,,,,
25285786,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2Y5LzdjLzIxLzY4YzAtNGE4Yy05NGJmLTIyZDFlZjNjYTU3Mw.pdf,http://regnskaber.virk.dk/68758252/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2UzL2ZiLzY1Lzk5YjItNDVjMi04OTUxLThiMzYzZjI3MjM3OQ.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,5500 Middelfart,Brogade 9,5500 Middelfart,VÃ¦rkstedsvej 18,DK-7100 Vejle,"Roms Hule 4, 1. sal",8583.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",293568.0,2017-02-15,2000-03-21,2017-03-09,-310347.0,Statsautoriseret revisor,-900000.0,-3368402.0,5000029.0,20222670.0,25285786.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Det Rullende VÃ¦rksted ApS.,Ãrsrapport,28360.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Lise Wosniak,Stefan Wosniak,Spar Nord Bank,Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,-126.0,39808.0,11448.0,Middelfart,642050.0,2015-01-01,2015-12-31,1058811.0,1360962.0,1321280.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2016-12-31,2016-01-01,true,2017-02-15,Vejle,50381.0,-302151.0,2675971.0,urn:ofk:oid:23580329,indberetninger-20180424,2.5118406,25285786.0,,2018-03-27T22:55:15.979Z,2017-03-10T10:47:47.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-16-MH,2017-03-10T10:47:47.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejeren i Det Rullende VÃ¦rksted ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,,,
