entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
33240686,2016-05-01,2016-05-01,c470,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,100000.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-05-01,c494,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,2167888.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-05-01,c497,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,101200.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-09-30,c109,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-09-30,c123,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,551982.0,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-09-30,c3,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,655382.0,629018.0,0.0,33800.0,662818.0,7436.0,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-09-30,c495,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,551982.0,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2016-05-01,2016-09-30,c498,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,103400.0,101200.0,,,,,,,,,,,,,,,,,,
33240686,2016-09-30,2016-09-30,c4,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,2923270.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,,,2953618.0,399618.0,100000.0,899618.0,2953618.0,30348.0,2054000.0,2054000.0,2054000.0,0.0,12783.0,500000.0,103400.0,2719870.0,0.0,30348.0,500000.0,17565.0
33240686,2016-09-30,2016-09-30,c472,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzM0LzYyLzQ0L2JhODgtNDk0Yy1hZWM5LTlmMDk2MTNkYWY2Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2U4LzE1LzY0LzgwMjUtNDI1ZC05ZDA2LThlMDI5NmM4NDE2NA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2017-12-29,2010-10-05,2018-01-01,100000.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Nejsum Invest ApS.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest ApS,Lasse Nejsum,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-09-30,2016-10-01,Ingen bistand,urn:ofk:oid:24903711,indberetninger-20180424,2.509455,33240686,,2018-04-03T13:28:48.092Z,2018-01-01T10:21:43.531Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-00-QT,2018-01-01T10:21:43.697Z,,,,,,,,,,,,,,,,,,,,,,,,,,
