entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
33240686,2014-05-01,2014-05-01,c470,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,100000.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2014-05-01,c494,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,2218400.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2014-05-01,c497,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,0.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c109,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c123,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,676130.0,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c2030,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,-670000.0,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c3,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,776130.0,,771438.0,4899.0,776337.0,207.0,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c495,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,676130.0,,,,,,,,,,,,,,,,,,,,,,,,
33240686,2014-05-01,2015-04-30,c498,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,100000.0,,,,,0.0,,,,,,,,,,,,,,,,,,
33240686,2015-04-30,2015-04-30,c4,,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2QxLzNhL2E2L2RkNWUtNGE4MC1hN2VlLTU5MmIxYTljZGM4Yw.pdf,http://regnskaber.virk.dk/68604233/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2Y1L2UwLzI4L2YzMTUtNDIzYi04ZDYwLTAxNDM3YTc5NGY4OA.xml,HÃ¸jbjerg,8270.0,9.0,Polluxvej,8270 HÃ¸jbjerg,Polluxvej 9,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2016-06-19,2010-10-05,2016-06-19,2424530.0,33240686.0,33240686.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Nejsum Invest Statsautoriseret Revisionsanpartsselskab.,Ãrsrapport,Lasse Nejsum,Lasse Nejsum,Nejsum Invest Statsautoriseret Revisionsanpartsselskab,Lasse Nejsum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-04-30,2015-05-01,Ingen bistand,urn:ofk:oid:22732451,indberetninger-20180424,2.5124211,33240686.0,,2018-03-29T11:20:09.388Z,2016-06-19T15:11:43.338Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-AZ-93-QH,2016-06-19T15:11:43.437Z,,,,,,,,2425320.0,338.0,100000.0,500338.0,2425320.0,790.0,1924982.0,1924982.0,1924982.0,0.0,583.0,500000.0,100000.0,2224530.0,0.0,790.0,500000.0,207.0
