entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,AdditionsToInvestments,RevaluationsOfInvestmentsOfTheYear
35475702,2014-05-01,2015-04-30,c100,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,1079.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35475702,2014-05-01,2015-04-30,c110,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,-111271.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35475702,2014-05-01,2015-04-30,c90,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,89808.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,-29728.0,-9276.0,-905870.0,1036420.0,-273.0,1079.0,-32110.0,-2743.0,199.0,199.0,-36890.0,119536.0,121274.0,-29728.0,-836870.0,,,,,,,,,,,,,,,,,,,,,,,,,
35475702,2014-05-01,2015-04-30,c94,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35475702,2015-04-30,2015-04-30,c112,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,167935.0,27372.0,87600.0,80000.0,122972.0,8000.0,-35548.0,167935.0,203483.0,44963.0,32963.0,44963.0,12000.0,120502.0,-7038.0,-108510.0,203483.0,28459.0,95600.0,54522.0,,,,,
35475702,2015-05-01,2015-05-01,c234,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7038.0,40000.0,,,
35475702,2015-05-01,2015-05-01,c246,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
35475702,2015-05-01,2015-05-01,c252,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35475702,2015-05-01,2015-05-01,c261,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,-7038.0,,,,,,,,,,,,,,,,,,
35475702,2015-05-01,2015-05-01,c273,,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzdhLzM0LzQ4LzBiZDEtNGI4ZC04MTY4LTFjOTk3MjUyMmM4MQ.pdf,http://regnskaber.virk.dk/20757453/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzQ0LzAxLzI5LzY5MWItNDA2OS1iMzg3LTE1NGJlZTViNTBjYg.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9310 Vodskov,"Krusevej 1, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i ZK Research ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-26,2013-09-10,2016-10-04,Statsautoriseret revisor,20222670.0,35475702.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2015 - 30. april 2016 for ZK Research ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Zoltan Kuscsik,ZoltÃ¡n Kuscsik,Nordjyske Bank,ZK Research ApS,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-04-30,2015-05-01,2016-09-26,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23030139,indberetninger-20180424,2.5118406,35475702,,2018-03-28T15:30:32.996Z,2016-10-05T08:54:49.560Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-03-ZP,2016-10-05T08:54:49.694Z,,,,,,,,,,,,,,,,,,,,,,-108510.0,,,,,,,,,,,,,,,,,,
