entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29628882,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,-42500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2015-07-01,2016-06-30,ID_12,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,-393683.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2015-07-01,2016-06-30,ID_7,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,436183.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,547108.0,1474587.0,2650393.0,537203.0,628698.0,135135.0,101020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,4598031.0,2345019.0,125000.0,3434082.0,561183.0,19215.0,886500.0,886500.0,1049140.0,105834.0,4598031.0,3860948.0,152400.0,1049140.0,1163949.0,152400.0,329329.0,125049.0,42500.0,175900.0,175900.0,393683.0,3860948.0,3306767.0,39923.0,159320.0,65532.0,39923.0,
29628882,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,636448.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,331307.0,1448954.0,2674997.0,822535.0,894736.0,72201.0,186087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,-588848.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Ebbe Hjorth Kristensen
29628882,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzU1L2NkL2ZmL2E4NjEtNGMyNS1hNWJhLWIzNWVkZjNkYjRmZQ.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzRkL2I1LzI4L2QwODYtNDcwZi04YTEyLWM5NTQzODVjODM3MQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-27,2017-09-27,2006-06-28,2017-10-30,39463113.0,29628882.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Ebbe Hjorth,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-06-30,2016-07-01,false,2017-09-27,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24644372,indberetninger-20180424,2.5124211,29628882.0,,2018-03-27T14:39:06.263Z,2017-10-31T08:22:45.244Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-87-DQ,2017-10-31T08:22:45.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
