entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
29628882,2017-07-01,2018-06-30,ID_16,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2017-07-01,2018-06-30,ID_18,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,426392.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,626392.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,349459.0,1239053.0,2431035.0,804498.0,842523.0,38025.0,178106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2018-06-30,2018-06-30,ID_5,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,2747020.0,846640.0,125000.0,1854062.0,1733923.0,328936.0,295500.0,295500.0,957730.0,113074.0,2747020.0,947797.0,233831.0,155448.0,233831.0,957730.0,892958.0,155448.0,359247.0,442010.0,200000.0,65300.0,65300.0,1408923.0,713966.0,47000.0,64828.0,49692.0,6788.0,230006.0,12885.0,28869.0,,
29628882,2018-07-01,2018-07-01,ID_12,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,-125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2018-07-01,2018-07-01,ID_13,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,-1408923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2018-07-01,2018-07-01,ID_14,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,-200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,-155660.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,427525.0,1427617.0,1667356.0,-198416.0,-187786.0,10630.0,-42756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628882,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI0LzI5Lzk3LzVhNDctNGZmOS1hOGQxLWY1MWVjZTJjOTA3Yw.pdf,http://regnskaber.virk.dk/28882692/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzBkL2M4L2E4L2I5YWYtNGRlYS1hNThkLTljZjY3N2ZlMDI0YQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Plan E ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2006-06-28,2019-10-18,39463113.0,29628882.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Plan E ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Marlene- Chatrine Skov,KRESTON CM,Plan E ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27970025,indberetninger-20180424,2.5116834999999997,29628882.0,AW4g9sGmIXJRhhXBPFkg,2019-10-31T08:38:27.588Z,2019-10-31T08:37:51.920Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-79-LB,2019-10-31T08:37:52.166Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
