entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
31744172,2016-07-01,2017-06-30,ID_16,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,18.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31744172,2016-07-01,2017-06-30,ID_17,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,99007.0,7345340.0,9096884.0,236181.0,12678.0,1113105.0,1429034.0,1652537.0,315929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31744172,2016-07-01,2017-06-30,ID_19,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,1113105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31744172,2017-06-30,2017-06-30,ID_14,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,3880360.0,261002.0,1908165.0,125000.0,3484967.0,0.0,143905.0,2150510.0,251488.0,3880360.0,1613150.0,143905.0,395393.0,1120645.0,1600.0,251488.0,116700.0,116700.0,2025510.0,395086.0,1613150.0,0.0,0.0,3223965.0,97419.0,1314200.0,,,
31744172,2017-07-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,112119.0,13043465.0,6544796.0,80268.0,25404.0,-5204746.0,-6665652.0,-6610788.0,-1460906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31744172,2017-07-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31744172,2017-07-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yves Joannic,Chairman,
31744172,2017-07-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serge Bertrand,Board Member,
31744172,2017-07-01,2018-12-31,ID_12,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franciscus Warnau,Board Member,
31744172,2017-07-01,2018-12-31,ID_15,,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzlkLzk0L2U4L2E3ODMtNDFjMy1iYjQwLTI4ZTkxNzg4MGZmOQ.pdf,http://regnskaber.virk.dk/27144713/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2E1LzE3LzRjLzdiMjAtNDNmNy05MTFmLTM1NmI1MGFiOGY2Ng.xml,true,"Frederiksberg C, 1958","Rolighedsvej 6, 5.",To the shareholders of Cubris ApS,13.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Company's operations for the financial year 1 July 2017 - 31 December 2018.",2019-05-15,2019-05-15,2008-08-29,2019-05-15,31061741.0,25992180.0,31744172.0,35839437.0,mne43413,"Today, Management has considered and adopted the Annual Report of Cubris ApS for the financial year 1 July 2017 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Dennis Herholdt Rasmussen,Yves Joannic,Mazars Statsautoriseret Revisionspartnerselskab,Nordea Danmark,Cubris ApS,Contar ApS,Herlev,2016-07-01,2017-06-30,We recommend that the Annual Report be adopted at the Annual General Meeting.,2018-12-31,2017-07-01,false,2019-05-15,Copenhagen,RevisionspÃ¥tegning,urn:ofk:oid:27275208,indberetninger-20180424,2.5124266,31744172.0,AWsAGPa5RYGX6_YTIIrZ,2019-05-28T20:20:32.775Z,2019-05-28T20:19:23.662Z,regnskab,0.0,,2018-12-31,2017-07-01,X19-BH-95-TW,2019-05-28T20:19:24.154Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
