entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
33083734,2016-04-02,2017-04-01,c174,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,-6000.0,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,-6000.0,-6000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,0.0,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,,
33083734,2016-04-02,2017-04-01,c195,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,-6000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,,
33083734,2017-04-01,2017-04-01,c172,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,1000000.0,80000.0,-1129000.0,1000000.0,2129000.0,1000000.0,1000000.0,1000000.0,2129000.0,-1209000.0,2129000.0,,,
33083734,2017-04-02,2017-04-02,c226,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,80000.0,,,,,,,,,,,
33083734,2017-04-02,2017-04-02,c253,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,-1208545.0,,,,,,,,,,,
33083734,2017-04-02,2017-04-02,c554,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,1000000.0,,
33083734,2017-04-02,2018-04-01,c173,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,-8375.0,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,-8375.0,-8375.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,0.0,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
33083734,2017-04-02,2018-04-01,c194,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,-8375.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,,
33083734,2017-04-02,2018-04-01,c254,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,-8375.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,,
33083734,2017-04-02,2018-04-01,c305,,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2EyLzNhLzE2L2IwY2YtNDI5ZS05OTM4LWI4ZmM4MWVhZWFkNA.pdf,http://regnskaber.virk.dk/43738033/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E0L2NhL2QxLzEzNGQtNDZkNy04OWMyLWQwNzBhNWVjMGUyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5210 Odense NV,Jeppe AakjÃ¦rs AllÃ© 5,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i JI Consult ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 1. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 2. april 2017 - 1. april 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-08-15,2010-08-26,2018-08-16,Statsautoriseret revisor,ji@nps.dk,,20222670.0,33083734.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 2. april 2017 - 1. april 2018 for JI Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Jan IlsÃ¸,Jan IlsÃ¸ Jensen,JI Consult ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,2016-04-02,2017-04-01,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-04-01,2017-04-02,true,2018-08-15,Odense,,urn:ofk:oid:26035765,indberetninger-20180424,2.5095853999999997,33083734.0,AWVHATeDKQjPMJ1HusrF,2018-08-17T08:29:52.105Z,2018-08-17T08:29:43.624Z,regnskab,0.0,,2018-04-01,2017-04-02,X18-AV-07-ZD,2018-08-17T08:29:43.773Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
