entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
31374707,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,25789.0,Registreret revisor medlem af FSR Danske Revisorer,95344.0,31374707.0,1000801855.0,-15714.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,32722.0,LÃ¸sning,2015-01-01,2015-12-31,13227.0,21119.0,69555.0,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,7892.0,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,101200.0,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,-819.0,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,-87154.0,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,2037817.0,32506.0,125000.0,248035.0,12000.0,818406.0,1188227.0,2037817.0,1179696.0,924000.0,601555.0,601555.0,936000.0,1789782.0,11928.0,0.0,1188227.0,101200.0,39715.0,39715.0,0.0,592206.0,243696.0,0.0,72854.0,215529.0,202704.0,153914.0,5000.0,12825.0,,
31374707,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,25789.0,Registreret revisor medlem af FSR Danske Revisorer,93334.0,31374707.0,1000801855.0,503308.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,48338.0,LÃ¸sning,2015-01-01,2015-12-31,514396.0,522515.0,67545.0,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,8119.0,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14767134.0,AB REVISION. HEDENSTED ApS (REGISTRERET REVISORANPARTS- SELSKAB)
31374707,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,103400.0,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374707,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2U4LzFmLzVjLzVkZDEtNGE4OS05NWNkLTcyOWVmMTgyZjhmOA.xhtml,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzhmL2IzL2MyLzIzNWItNDBhMi1hYjI5LTQyNjk2NWJkM2E1OA.pdf,http://regnskaber.virk.dk/70747313/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzRiL2MzL2QwL2I4ZDQtNGE5OS04YjY1LWMwYzc3ZjA0ZWI0Zg.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Horsens,8700.0,3A,HÃ¸egh Guldbergs Gade,LÃ¸sning,8723.0,6.0,Helge Nielsens Alle,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Hedegaard Holding 2008 ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-28,2017-05-24,,Registreret revisor medlem af FSR Danske Revisorer,,31374707.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Jesper Hedeager,Martin Bo Hedegaard,Handelsbanken,HEDEGAARD HOLDING 2008 ApS,AB Revision ApS,,LÃ¸sning,2015-01-01,2015-12-31,488414.0,,,2016-12-31,2016-01-01,false,false,2017-04-28,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,,76748723.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955491,indberetninger-20180424,2.5953279,31374707.0,,2018-03-28T09:21:07.040Z,2017-05-27T07:38:56.918Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-04-SC,2017-05-27T07:38:57.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
