entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
27691056,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_2,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,Steen Jens Hansen
27691056,2013-01-01,2013-12-31,ID_3,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_4,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_5,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_6,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_7,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
27691056,2013-01-01,2013-12-31,ID_8,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8vcGRmcy8yNzY5MTA1NjtBcFMzMjgyNDk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/65019672/Y3ZyLmRrOi8veGJybHMvWC1EMzdBMjhDRC0yMDE0MDIxNF8xMTE0MDhfMjQ5.xml,"5250, Odense SV",Lindholmvej 1A,Til kapitalejerne i Steeltec Nordica ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2004-04-06,2014-02-14,0.0,6615 2561,27691056.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Steeltec Nordica ApS.,"Vi har revideret Ã¥rsregnskabet for Steeltec Nordica ApS for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,Steen Jens Hansen,Ret&RÃ¥d Fyn A/S,Steeltec Nordica ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-02-11,Bellinge,6615 2548,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:15508431,indberetninger-20180424,2.5095925,27691056.0,,2018-03-31T20:01:02.303Z,2014-02-14T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-68.042,2014-02-14T23:00:00.000Z,
