entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
25868927,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",41670.0,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,40861.0,40861.0,41670.0,2019-06-30,2018-07-01,809.0,false,0.0,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,
25868927,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,40861.0,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,
25868927,2018-06-30,2018-06-30,c9,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,245211.0,245211.0,500000.0,245211.0,233051.0,245211.0,12160.0,320.0,-266949.0,12160.0,2023.0,0.0,0.0,9817.0,0.0,
25868927,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",275860.0,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,264286.0,272206.0,275860.0,2019-06-30,2018-07-01,3654.0,false,7920.0,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,
25868927,2018-07-01,2019-06-30,c1,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,
25868927,2018-07-01,2019-06-30,c2,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,Christina Prip Julsgaard
25868927,2018-07-01,2019-06-30,c3,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,Nicki Droszt
25868927,2018-07-01,2019-06-30,c4,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,Leo Julsgaard
25868927,2018-07-01,2019-06-30,c6,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,264286.0,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,,,,,,,,,,,,,,,,
25868927,2019-06-30,2019-06-30,c8,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzk5LzU5L2ExLzM2OTItNDg4MS05MjQwLWM2OGQzNDlhZWQ1ZQ.xhtml,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzNiLzAwL2U0LzdjMzctNGZhYi05NGQwLThlYTBmNzAxZWUyMQ.pdf,http://regnskaber.virk.dk/72986852/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzA4Lzk5LzUyLzNjMTAtNDE2NS1iZDFlLWI3ZDA1ZDZlMWFjYw.xml,true,AllerÃ¸d,3450.0,15.0,Toftevej,2970 HÃ¸rsholm,"Slotsmarken 18, 1. sal",0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-11-04,2019-11-11,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen afÂ aktiverne i OOV Gallery A/SÂ er pansat. Der er ej heller taget sikkerhed heri.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Selskabet har ingen eventualforpligtelser.</p>",,25868927.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christina Julsgaard,Christina Prip Julsgaard,OOV GALLERY A/S,Frederik Klitgaard,AllerÃ¸d,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,33240250.0,false,false,Ingen bistand,urn:ofk:oid:28003792,indberetninger-20180424,2.595548,25868927.0,AW5Zs-a6IXJRhhXBPWwL,2019-11-11T09:03:58.784Z,2019-11-11T09:03:11.968Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DG-59-WM,2019-11-11T09:03:12.214Z,551345.0,432294.0,500000.0,551345.0,497078.0,551345.0,54267.0,13481.0,-2922.0,54267.0,27183.0,119051.0,7920.0,5683.0,119051.0,
