entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherOperatingExpenses,OtherShorttermPayables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherReserves,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
36500999,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,529390.0,0.0,364337.0,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,42591.0,0.0,FlÃ¸ng,2016-01-01,2016-12-31,-207644.0,-207644.0,-207644.0,2017-12-31,2017-01-01,364337.0,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,-207644.0,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,3675.0,144.0,1.0,3675.0,1175.0,3675.0,2500.0,208818.0,-207644.0,2500.0,3531.0,3531.0,2500.0,,
36500999,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,0.0,0.0,0.0,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,2406.0,0.0,FlÃ¸ng,2016-01-01,2016-12-31,-2406.0,-2406.0,-2406.0,2017-12-31,2017-01-01,0.0,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,35660690.0,BK CONSULTING ApS
36500999,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,35660690.0,BK CONSULTING ApS
36500999,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,-2406.0,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,,,,,,,,,,,,,,,
36500999,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2I0L2I1LzU5LzdhNTctNGNiMi05ZWE3LTBhNzRiODliMjY5OA.xhtml,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzQ1LzhhLzY5L2FkYTEtNDA5ZS1hZjM5LTJmMzYzMTk5ODQ5Yg.pdf,http://regnskaber.virk.dk/99900563/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzViL2NhL2M3L2IwNzQtNGRkOS05NzQyLTQxOTljYWI0NTJkNA.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1 th",Joensuuvej,Danmark,DK,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hedehusene,2640.0,9.0,Stjernedalen,4230 SkÃ¦lskÃ¸r,"Dyrehavevej 25, 1.",BK Consulting ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-26,2018-03-26,Cand. Merc.,henning@stento.net,,,,36500999.0,1019123517.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Berit Kristensen,Steen Thomsen,Henning Christopher Bjerrum Thomsen,Danske Bank,STENTO CONSULT IVS,Lene Lindenholt,,0.0,FlÃ¸ng,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,9.0,2018-03-18,Roskilde,0.0,22339767.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25566805,indberetninger-20180424,2.5949414,36500999.0,AWOnbGIa0wkEsASktFgt,2018-05-28T15:45:39.276Z,2018-05-28T15:44:43.298Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-79-AQ,2018-05-28T15:44:43.560Z,970.0,930.0,1.0,970.0,-1230.0,970.0,2200.0,1175.0,-2406.0,2200.0,40.0,31.0,2200.0,,
