entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherReserves,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradePayables,Revaluations,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25664345,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,-3125.0,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,11432.0,HjÃ¸rring,2016-07-01,2017-06-30,-14557.0,-14557.0,-3125.0,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,,,,,,,,,,,,,,,,
25664345,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,-14557.0,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,,,,,,,,,,,,,,,,
25664345,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,512857.0,100000.0,7990.0,7990.0,205952.0,512857.0,306905.0,504867.0,504867.0,504867.0,155757.0,294405.0,-49805.0,306905.0,9375.0,7990.0,3125.0,,,
25664345,2017-07-01,2017-07-01,c10,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,155757.0,,,,,,,,,,,,,,,
25664345,2017-07-01,2017-07-01,c11,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,-49805.0,,,,,,,,,,,,,,,
25664345,2017-07-01,2017-07-01,c12,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,205952.0,,,,,,,,,,,,,,,
25664345,2017-07-01,2017-07-01,c9,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,100000.0,,,,,,,,,,,,,,,
25664345,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,-3125.0,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,11978.0,HjÃ¸rring,2016-07-01,2017-06-30,-15103.0,-15103.0,-3125.0,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,,,,,,,,,,,,,,177476.0,,
25664345,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,,,,,,,,,,,,,,,15137371.0,REVISIONSFIRMAET TAGE KIELSGAARD RASMUSSEN STATSAUTORISERET REVISIONSANPARTSSELSKAB
25664345,2017-07-01,2018-06-30,c13,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2I4LzE5LzEzLzI2ODAtNGI2Zi04YjY2LTc5YTZhNmMyMTZkNA.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ2L2ZhLzhlLzFjMjUtNGJiNy1iMThlLWVlMmVjZGI1ZDZhNA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzY3LzY5L2JiLzhiYmItNGU4YS04NjBjLTVlOTJmODA1ZDVlNw.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-11-05,statsaut. revisor,,25664345.0,mne9212,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,false,false,2018-10-30,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270648,indberetninger-20180424,2.5954017999999994,25664345.0,AWbn2wix5OzuYdPkF_tJ,2018-11-06T07:10:29.544Z,2018-11-06T07:09:42.596Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-28-EE,2018-11-06T07:09:42.771Z,,,,,,,,,,,,,,,,,,0.0,,
