entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherReserves,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradePayables,Revaluations,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25664345,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,-3125.0,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,10988.0,HjÃ¸rring,2015-07-01,2016-06-30,-11008.0,-14113.0,-3125.0,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,-3105.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,,,,,,,,,,,,,,,,
25664345,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,-11008.0,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,,,,,,,,,,,,,,,,
25664345,2016-06-30,2016-06-30,c7,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,450422.0,100000.0,7990.0,7990.0,158074.0,450422.0,292348.0,442432.0,442432.0,442432.0,93322.0,282973.0,-35248.0,292348.0,6250.0,7990.0,3125.0,,,
25664345,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,-35248.0,,,,,,,,,,,,,,,
25664345,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,158074.0,,,,,,,,,,,,,,,
25664345,2016-07-01,2016-07-01,c8,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,100000.0,,,,,,,,,,,,,,,
25664345,2016-07-01,2016-07-01,c9,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,93322.0,,,,,,,,,,,,,,,
25664345,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,-3125.0,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,11432.0,HjÃ¸rring,2015-07-01,2016-06-30,-14557.0,-14557.0,-3125.0,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,,,,,,,,,,,,,,62435.0,,
25664345,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,,,,,,,,,,,,,,,15137371.0,REVISIONSFIRMAET TAGE KIELSGAARD RASMUSSEN STATSAUTORISERET REVISIONSANPARTSSELSKAB
25664345,2016-07-01,2017-06-30,c12,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q0L2UyLzE4LzdjMzYtNGE3ZC1iZmFkLTY4MjZjNDdjMTFlMg.xhtml,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzkwLzcxL2U2LzBhODYtNGQyOS04YzE2LTIwYTBlZTUyZDIyOA.pdf,http://regnskaber.virk.dk/54346652/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2QzLzRhLzcwL2FlNjYtNDNiZC04ZWUxLWM1N2U5YTZjM2I5OQ.xml,true,Danmark,DK,HjÃ¸rring,9800.0,5.0,LÃ¦sÃ¸vej,HjÃ¸rring,9800.0,235.0,Frederikshavnsvej,9800 HjÃ¸rring,LÃ¦sÃ¸vej 5,Til ledelsen i TE Christiansen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-28,2017-10-30,statsaut. revisor,,25664345.0,1008783795.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Kielsgaard Rasmussen,Jan Iver Christiansen,Jan Iver Christiansen,TE CHRISTIANSEN ApS,Poul-Erik Haagensen,,HjÃ¸rring,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,2017-10-28,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24659856,indberetninger-20180424,2.5947857000000005,25664345.0,,2018-03-27T15:29:50.183Z,2017-11-03T09:49:42.302Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-59-MN,2017-11-03T09:49:42.459Z,,,,,,,,,,,,,,,,,,0.0,,
