entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,DisclosureOfShorttermLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables
33581637,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,40400.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",-829036.0,1434237.0,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,6056.0,634.0,Hellerup,2015-01-01,2015-12-31,427545.0,559379.0,564801.0,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,131834.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,427545.0,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,1884522.0,1649911.0,80000.0,1823922.0,1453678.0,60600.0,1884522.0,430844.0,60600.0,0.0,430844.0,60600.0,0.0,0.0,0.0,1373678.0,0.0,430844.0,174011.0,0.0,57769.0,116242.0
33581637,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,19400.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",907443.0,2123425.0,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,1946.0,83809.0,Hellerup,2015-01-01,2015-12-31,1005575.0,1278445.0,1196582.0,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,272870.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,51700.0,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,953875.0,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,,,,,,,,,,,,,,,,,,,,,,
33581637,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzhmL2QwLzdjLzA2YmEtNDczNC1hZjY3LTBjNTJiNWY1MmIyYg.xhtml,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzU0L2I0LzFhLzVhM2QtNDdhNC1hNGVlLWI2NTYyZGU1YWU3MQ.pdf,http://regnskaber.virk.dk/73618533/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2ZmLzA5LzBmL2VmZjktNDM0NS04NmY5LTEyNjgxMTY2ZjJmNw.xml,true,Lyngby,Hellerup,2900.0,"69, 2 tv",Bernstorffsvej,3520.0,SyrenvÃ¦nget 34,Til kapitalejerne i Wittrock Consult ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-01,2017-05-24,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser pr. 31. december 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Kr. 0 af samlede gÃ¦ldsforpligtelser forfalder til betaling efter 5 Ã¥r.</p>",,,31878101.0,33581637.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming N. Mortensen,Flemming Wittrock,Flemming Wittrock,FNM Revision Statsautoriseret Revisionsanpartsselskab,Handelsbanken,WITTROCK CONSULT ApS,Flemming N. Mortensen,,,Hellerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,2017-05-01,Farum,Selskabet opfylder betingelserne for fritagelse for revisionspligten.,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23955693,indberetninger-20180424,2.5953279,33581637.0,,2018-03-28T09:22:05.422Z,2017-05-27T08:19:47.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-25-QS,2017-05-27T08:19:47.825Z,3176358.0,939227.0,80000.0,2845089.0,2459253.0,331269.0,3176358.0,710835.0,331269.0,1578464.0,488235.0,331269.0,51700.0,6270.0,6270.0,2327553.0,1578464.0,710835.0,327398.0,222600.0,0.0,327398.0
