entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
27584217,2016-07-01,2016-07-01,c704,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,125000.0,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2016-07-01,c719,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,622000.0,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2016-07-01,c725,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,994000.0,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2017-06-30,c120,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,198000.0,-13000.0,70000.0,6000.0,13000.0,15000.0,184000.0,232000.0,-13000.0,34000.0,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2017-06-30,c459,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,-506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2017-06-30,c720,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,-506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2016-07-01,2017-06-30,c726,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584217,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,1939000.0,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,,,,,,,,,,,2404000.0,392000.0,125000.0,571000.0,71000.0,2404000.0,465000.0,1833000.0,189000.0,117000.0,1833000.0,1527000.0,363000.0,102000.0,116000.0,1698000.0,102000.0,465000.0,179000.0,6000.0
27584217,2017-06-30,2017-06-30,c706,,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzk1LzU4LzkwLzk5OGQtNGIzZS04MzJhLWFlMDU5MGRmZjY2Yw.pdf,http://regnskaber.virk.dk/71248572/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzdhLzJjL2RiL2RmZTctNGJlMC05OGExLTc2YmE2ZmU4ZmYzZA.xml,StenlÃ¸se,3660.0,6.0,Skovkrogen,"4000, Roskilde","Himmelev Bygade, 70",Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-18,2018-12-18,125000.0,27584217.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for EMM Holding 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Olsen,Mogens Olsen,EMM Holding 2016 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,Ingen bistand,urn:ofk:oid:26486492,indberetninger-20180424,2.5124211,27584217.0,AWfHD_gHet7j816DxfWX,2018-12-19T15:23:29.455Z,2018-12-19T15:22:46.817Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-44-ZN,2018-12-19T15:22:46.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
