entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
32060706,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,93647.0,-93647.0,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,185856.0,148380.0,Vordingborg,2015-01-01,2015-12-31,-96031.0,-131123.0,2016-12-31,2016-01-01,true,false,-35092.0,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
32060706,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,-96031.0,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
32060706,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,35108.0,16.0,125000.0,35108.0,-2657721.0,35108.0,2692829.0,-2782721.0,2692829.0,2682829.0,35092.0,35092.0,10000.0
32060706,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,125000.0,,,,,,,,
32060706,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,-2782721.0,,,,,,,,
32060706,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,-2657721.0,,,,,,,,
32060706,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,-151399.0,151399.0,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,194521.0,155667.0,Vordingborg,2015-01-01,2015-12-31,124529.0,112545.0,2016-12-31,2016-01-01,true,false,-11984.0,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
32060706,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
32060706,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,124529.0,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
32060706,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzc0Lzg5L2UxLzBiLzhhODUtNDVhMi04ZDA4LTQ1Yzc3MjJhY2FhNA.xhtml,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2RlLzQyLzdmL2I5YjEtNGE2MC1hM2QzLWIxN2ZmMWJjZDM2NQ.pdf,http://regnskaber.virk.dk/60706023/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzU1L2I1LzkzLzI5ZjYtNGQ0Zi1hYjZkLTE4NzJjODhjZjM0YQ.xml,true,Vordingborg,4760.0,4.0,RÃ¥dhustorvet,4760 Vordingborg,Platagevej 6,Regnskabsklasse B,2017-05-31,2017-05-31,,,32060706.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Michael Gurskov Eskildsen,Michael Gurskov Eskildsen,Jyske Bank,INVEST AF 11.02.2012 ApS,Michael Gurskov Eskildsen,,,Vordingborg,2015-01-01,2015-12-31,124529.0,,2016-12-31,2016-01-01,true,false,,false,false,Ingen bistand,urn:ofk:oid:24230458,indberetninger-20180424,2.59278,32060706.0,,2018-03-29T13:06:49.816Z,2017-06-18T11:43:49.135Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-27-DM,2017-06-18T11:43:49.289Z,,,,,,,,,,,,,
