entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
35397302,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,8650.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,-18157.0,27072.0,Statsautoriseret revisor,43527.0,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-69947.0,63.0,Terndrup,-35864.0,-44514.0,25370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,8650.0,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,-35864.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,1505937.0,50929.0,80000.0,1272515.0,83797.0,8650.0,5548.0,44136.0,1422140.0,1505937.0,1461801.0,1272515.0,1422140.0,113182.0,0.0,1422140.0,-35864.0,189286.0,71604.0,32868.0,5670.0,4500.0,13000.0,,,
35397302,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35397302,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,-35864.0,,,,,,,,,,,,,,,,,,
35397302,2015-01-01,2015-01-01,c173,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,1272515.0,,,,,,,,,,,,,,
35397302,2015-01-01,2015-01-01,c76,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,18159.0,1440299.0,
35397302,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,10158.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,-27071.0,27072.0,Statsautoriseret revisor,37370.0,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-60654.0,9.0,Terndrup,-40188.0,-50346.0,10299.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,10158.0,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
35397302,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,-40188.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2015-01-01,2015-12-31,c199,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE0LzdhLzBkL2JhNzgtNDY1NS05ZDRiLTBiNWJlOWI2MGExNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzEyL2E1LzZmL2RiNWUtNGNlMC04ZWNkLWJiZmI1MmIxNGFjYw.xml,1.0,138168.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-04-06,2013-07-05,2016-04-27,,27072.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1351448.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-01-01,2016-04-06,Aalborg,,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:22283395,indberetninger-20180424,2.5124211,35397302.0,,2018-03-28T22:42:09.706Z,2016-04-28T06:12:05.184Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-83-TG,2016-04-28T06:12:05.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,
