entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
35397302,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,-10158.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,-27072.0,32947.0,Statsautoriseret revisor,37371.0,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-60654.0,9.0,60654.0,Terndrup,2015-01-01,2015-12-31,-40188.0,-50346.0,10299.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,10158.0,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,-40188.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,1683045.0,102163.0,80000.0,1475000.0,18808.0,6243.0,3948.0,1533236.0,1683045.0,1679097.0,1475000.0,1533236.0,1.0,56952.0,10000.0,1533236.0,-76052.0,204097.0,73036.0,47646.0,12595.0,74109.0,,,,
35397302,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,
35397302,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,-76052.0,,,,,,,,,,,,,,,,,,,
35397302,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,45231.0,1578466.0,,
35397302,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,-5481.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,-32947.0,32947.0,Statsautoriseret revisor,69094.0,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-62727.0,0.0,62727.0,Terndrup,2015-01-01,2015-12-31,-21099.0,-26580.0,36147.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,5481.0,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Den uafhÃ¦ngige revisors erklÃ¦ringer (review)
35397302,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,-21099.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,-21099.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2016-01-01,2016-12-31,c321,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzE3LzQzL2Y5LzI0NjctNDAzZS1iZTc5LTJkMDFiYTliMTYyNw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzg3Lzg2LzlmLzg0ZTItNDBiZi1iMTk5LTI2ODE1OGNjM2RmNg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-01,2013-07-05,2017-06-02,,32947.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for M. Toft Ejendomme ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for M. Toft Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2016, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Terndrup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,true,2017-06-01,Aalborg,,urn:ofk:oid:24171714,indberetninger-20180424,2.5124211,35397302.0,,2018-03-29T07:51:28.835Z,2017-06-12T06:34:43.603Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-49-ZN,2017-06-12T06:34:43.726Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
