entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
35397302,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,1833.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,43352.0,53758.0,Statsautoriseret revisor,114584.0,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,73629.0,73629.0,Terndrup,2017-01-01,2017-12-31,-4230.0,-2397.0,71232.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,1833.0,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,-4230.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,2430571.0,166306.0,80000.0,1475000.0,22456.0,6597.0,-21381.0,2081271.0,2430571.0,2451952.0,1475000.0,2081271.0,106613.0,2081271.0,-101381.0,976952.0,70267.0,182994.0,27320.0,759313.0,20008.0,,,,
35397302,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
35397302,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,-101381.0,,,,,,,,,,,,,,,,,,
35397302,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,121530.0,2202802.0,,
35397302,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,2654.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,53758.0,53758.0,Statsautoriseret revisor,138812.0,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,73051.0,73051.0,Terndrup,2017-01-01,2017-12-31,9349.0,12003.0,85054.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,2654.0,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
35397302,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,9349.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,9349.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,,
35397302,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzRiL2JjLzk5L2RlODktNDIwMS1iZDhlLWEwZTgwYWM5ZjkzYw.pdf,http://regnskaber.virk.dk/20379353/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzYyL2JjLzI2Lzk2MjMtNDkzNi05MDcyLTYzN2M4N2FiNDU2NQ.xml,true,20000.0,Aalborg,9000.0,51.0,Visionsvej,Fjerritslev,9690.0,11-13,Ãstergade,9575 Terndrup,Industrivej 4,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i M. Toft Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-31,2013-07-05,2019-05-31,,53758.0,Statsautoriseret revisor,,20222670.0,35397302.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for M. Toft Ejendomme ApS.,Ãrsrapport,1426970.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Maybritt Toft Pedersen,Maybritt Toft Pedersen,Jutlander Bank,M. Toft Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,Terndrup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2018-12-31,2018-01-01,true,2019-05-31,Aalborg,,urn:ofk:oid:27384798,indberetninger-20180424,2.5124266,35397302.0,AWsdqKsORYGX6_YTIXjd,2019-06-03T14:05:23.349Z,2019-06-03T14:05:21.055Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-30-QG,2019-06-03T14:05:21.280Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
