entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
33054246,2013-10-01,2014-09-30,c1,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,-0.005,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,-0.029,Statsautoriseret revisor,-108333.0,-49900.0,-0.006,0.057,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,0.291,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,KÃ¸benhavn,0.308,0.313,0.022,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,-0.001,-0.005,Andre erklÃ¦ringer uden sikkerhed,-0.005,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,,,,,,,,,,,,,,,,,,
33054246,2013-10-01,2014-09-30,c14,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,0.235,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,,,,,,,,,,,,,,,,,,
33054246,2013-10-01,2014-09-30,c30,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,0.023,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,,,,,,,,,,,,,,,,,,
33054246,2013-10-01,2014-09-30,c6,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,0.05,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,,,,,,,,,,,,,,,,,,
33054246,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,0.832,0.091,0.08,0.25,0.011,0.769,0.832,0.063,0.582,0.582,0.582,0.063,0.004,0.05,0.482,0.157,0.063,0.159,0.127,0.017,,,
33054246,2014-10-01,2014-10-01,c116,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,,,,,,,,,,,,,,,,482335.0,100000.0,
33054246,2014-10-01,2014-10-01,c137,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,80000.0,,,,,,,,,,,,,,,,,
33054246,2014-10-01,2014-10-01,c146,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,482335.0,,,,,,,,,,,,,,,,,
33054246,2014-10-01,2014-10-01,c158,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,157300.0,,,,,,,,,,,,,,,,,
33054246,2014-10-01,2014-10-01,c161,,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzYwL2Q3L2UxL2M2ZDAtNDk1Ni04MzY3LWM1YTkyZmVkOWI2Mg.pdf,http://regnskaber.virk.dk/64245033/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2UzLzQ4LzJiLzNlMzUtNDljZS1hNTdmLTRmYmNjNjA2ZWZiYg.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,1620 KÃ¸benhavn V,"Vesterbrogade 29 F, 3. th.",DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejeren i Mette Alstrup Bi Consulting ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-01-08,2010-06-30,2016-01-08,,Statsautoriseret revisor,-108333.0,-49900.0,,,20222670.0,33054246.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Mette Alstrup Bi Consulting ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Mette Alstrup,Mette Alstrup,Mette Alstrup Bi Consulting ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-09-30,2014-10-01,800.0,2016-01-08,Kolding,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:22027600,indberetninger-20180424,2.5118417999999996,33054246.0,,2018-03-28T22:21:10.367Z,2016-02-26T07:39:47.304Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-97-NB,2016-02-26T07:39:47.415Z,,,,,,49900.0,,,,,,,,,,,,,,,,,
