entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
27960030,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,-258750.0,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,258750.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,-193446.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,-3121.0,,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,-3121.0,,-3125.0,0.0,4.0,-3121.0,-3125.0,,,,,,,,,,,,,,,,,,,
27960030,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,-3121.0,,,,,,,,,,,,,,,,,,,,,,,,,
27960030,2017-12-31,2017-12-31,c176,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,-258750.0,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,258750.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
27960030,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,-71567.0,,,,,,,,0.0,0.0,125000.0,0.0,0.0,71567.0,0.0,0.0,5000.0,-196567.0,71567.0,66567.0,0.0,0.0,0.0,,,,
27960030,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Y2LzU1L2Q5L2MzYmEtNGZlNS05ZTA3LTM3ODJhYTk3YjJmOQ.pdf,http://regnskaber.virk.dk/03006972/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2E5L2NkLzBmLzZiNzItNGFmYy05YWIzLTZlZDY1MGFmNjVhZA.xml,,Danmark,Esbjerg N,6715.0,4.0,Edison Park,Varde,6800.0,Orten,"TeglgÃ¥rdvej 15,","6715, Esbjerg N","Edison Park, 4",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2004-11-08,2019-01-14,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,27960030.0,32285201.0,mne24721,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Slot-et ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Alexander Rasmussen,Kaj Slot,Kaj Lykke Abildgaard Slot,"Martinsen, Statsautoriseret Revisionspartnerselskab",Slot-et ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Varde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,2019-01-14,Esbjerg,76 11 44 00,RevisionspÃ¥tegning,urn:ofk:oid:26648676,indberetninger-20180424,2.5118417999999996,27960030.0,AWjCb1hBet7j816D3-nZ,2019-02-06T10:52:27.286Z,2019-02-06T10:51:42.891Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-46-QM,2019-02-06T10:51:43.091Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
