entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxReceivables,NameOfAuditFirm
32079148,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,-6250.0,26624479.0,32079148.0,1009128049.0,806627.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,801908.0,800377.0,-6250.0,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,-1531.0,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,250000.0,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,556627.0,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2013-10-01,2014-09-30,c9,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,-4719.0,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2014-09-30,2014-09-30,c11,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,1620347.0,125000.0,251531.0,1295107.0,1620347.0,325240.0,1368816.0,1368816.0,1368816.0,6250.0,250000.0,1243816.0,-73709.0,325240.0,6250.0,62740.0,251531.0,250000.0,1531.0,
32079148,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,-6250.0,26624479.0,32079148.0,1009128049.0,736338.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,731545.0,730088.0,-6250.0,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,-1457.0,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,AB-REVISION REGISTRERET REVISIONSANPARTSSELSKAB
32079148,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,0.0,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
32079148,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2JjLzZkL2NhLzM0MzktNGQ3Zi04MzdiLTg3OTEwMjA4NmQ1Ng.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2RiLzUxLzNkL2VlNTAtNDM3OC04NDQyLTQ4NDk5Zjc4OGRlNw.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2VmLzQ4LzNlLzI4Y2EtNGNmMy05ZTg0LTRkODE5NGU0ZDc5NA.xml,Danmark,DK,Kastrup,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-12-22,2015-12-22,Registreret revisor,,26624479.0,32079148.0,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2013-10-01,2014-09-30,736338.0,,,2015-09-30,2014-10-01,2015-12-22,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21834756,indberetninger-20180424,2.5955422,32079148.0,,2018-03-31T00:55:53.208Z,2015-12-22T07:17:41.581Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-87-CX,2015-12-22T07:17:41.715Z,,,,,,,,,,,,,,,,,,,,
