entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32079148,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,-6250.0,32079148.0,mne2691,1009128049.0,-1232263.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,-1238513.0,-1238513.0,-6250.0,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,0.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,,,,,,,,,,,,,,,,,,,
32079148,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,,,,,,,,,,,,,,,,,,,
32079148,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,-1232263.0,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,,,,,,,,,,,,,,,,,,,
32079148,2015-10-01,2016-09-30,c9,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,-6250.0,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,,,,,,,,,,,,,,,,,,,
32079148,2016-09-30,2016-09-30,c11,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,901381.0,0.0,125000.0,2990.0,788139.0,901381.0,113242.0,898391.0,898391.0,898391.0,6250.0,0.0,747891.0,-84752.0,113242.0,44315.0,62677.0,2990.0,0.0,2990.0,,,
32079148,2016-10-01,2016-10-01,c12,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,125000.0,,,,,,,,,,,,,,,,,,
32079148,2016-10-01,2016-10-01,c13,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,747891.0,,,,,,,,,,,,,,,,,,
32079148,2016-10-01,2016-10-01,c14,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,-84752.0,,,,,,,,,,,,,,,,,,
32079148,2016-10-01,2016-10-01,c15,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,0.0,,,,,,,,,,,,,,,,,,
32079148,2016-10-01,2016-10-01,c16,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2E3L2ZhLzdiLzlkNjQtNGFlYS04MzU5LWY2YzRjOWRkMjQ1Zg.xhtml,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzUwLzllLzQyLzRkMjEtNGZkZC05OThhLTE5MWQ5ZWZhMTdlZQ.pdf,http://regnskaber.virk.dk/84197023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzg3LzE2L2FhL2Q4N2MtNDAzYi05MTc5LTcxM2EwNmI2NTU5MQ.xml,true,Danmark,DK,Kastrup,2770.0,358.0,Englandsvej,Kastrup,2770.0,1.0,FuglebÃ¦kvej,2770 Kastrup,Englandsvej 358,Til den daglige ledelse i SÃ¸ren-Jensen Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-19,2018-02-19,Registreret revisor,,32079148.0,mne2691,1009128049.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anni Foli,SÃ¸ren Jensen,SÃ¸ren Jensen,Nordea,SÃREN-JENSEN HOLDING ApS,AB-revision ApS,Kastrup,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-19,Kastrup,Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25068270,indberetninger-20180424,2.5947962,32079148.0,,2018-04-03T21:44:56.379Z,2018-02-19T08:18:42.855Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-68-SU,2018-02-19T08:18:43.072Z,,,,,788139.0,,,,,,,,,,,,,,,,,,
