entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradeReceivables
25911695,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,3413.0,66720.0,70203437.0,166395.0,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,1038.0,1820.0,96490.0,2017-01-01,2017-12-31,-214.0,554.0,-228.0,2018-12-31,2018-01-01,166395.0,false,768.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,-214.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,149908.0,10114.0,125000.0,143207.0,118549.0,6701.0,149908.0,31359.0,1466.0,1466.0,6701.0,29893.0,7658.0,6701.0,-13909.0,7458.0,29893.0,133093.0,89696.0,1476.0,34263.0
25911695,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,3413.0,126883.0,70203437.0,217399.0,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,1901.0,1061.0,107399.0,2017-01-01,2017-12-31,-18841.0,-21136.0,-20296.0,2018-12-31,2018-01-01,217399.0,false,-2295.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,-18841.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,,,,,,,,,,,,,,,,,,,,,
25911695,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2RmLzg3L2FlLzMwYTctNGI0Mi05OThhLTU3NzYzZTZlNGEyMA.xhtml,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzljL2I3L2RjLzE2ZjEtNDQ0NC05MjNhLTc1MTNjNzM0MzQ2YQ.pdf,http://regnskaber.virk.dk/59611952/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzZkLzM2L2Y3LzFkYmMtNDViNS05OTM1LWMwZGVhMmI0NmNiYg.xml,true,Brabrand,8220.0,15.0,HougÃ¥rdsvej,8220  Brabrand,HougÃ¥rdsvej 15,"Regnskabsklasse B, mikrovirksomhed",2019-04-01,,,70203437.0,,25911695.0,Ãrsrapport,Paw Simon Krogh,Valhalla Services ApS,Paw Simon Krogh,,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:26910220,indberetninger-20180424,2.5954046,25911695.0,AWnX3IqhRYGX6_YTGauy,2019-04-01T07:46:31.109Z,2019-04-01T07:45:48.270Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-33-RK,2019-04-01T07:45:48.420Z,137097.0,11645.0,125000.0,133809.0,99708.0,3288.0,137097.0,37389.0,0.0,0.0,3288.0,37389.0,0.0,3288.0,-32750.0,7458.0,37389.0,122164.0,105802.0,3771.0,12591.0
