entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
35469834,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,0.0,Statsaut. revisor,0.0,35469834.0,1011341620.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,0.0,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,,,,,,,,,,,,,,,,,,,
35469834,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,,,,,,,,,,,,,,,,,,,
35469834,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,,,,,,,,,,,,,,,,,,,
35469834,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,462415.0,0.0,80000.0,462415.0,462415.0,462415.0,0.0,0.0,0.0,462415.0,0.0,0.0,0.0,0.0,383790.0,-1375.0,0.0,462415.0,0.0,0.0,0.0,,
35469834,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,80000.0,,,,,,,,,,,,,,,,,,
35469834,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,383790.0,,,,,,,,,,,,,,,,,,
35469834,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,-1375.0,,,,,,,,,,,,,,,,,,
35469834,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,462415.0,,,,,,,,,,,,,,,,,,
35469834,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,3800.0,Statsaut. revisor,346535.0,35469834.0,1011341620.0,462415.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,-520204.0,-537804.0,-75389.0,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,73542.0,-17600.0,false,false,Andre erklÃ¦ringer uden sikkerhed,344582.0,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,,,,,,,,,,,,,,,,,,,
35469834,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzgwL2NiLzhhL2NkNGEtNGYwMi1hNzQyLWZmZmUwNDlkYjQ3Zg.xhtml,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzhiLzQyLzE2L2I3OGItNDcxNS1iNjQxLWE1NTMwMjFjMTNkZA.pdf,http://regnskaber.virk.dk/43896453/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2VjLzA4LzM3L2ViNmItNDA4ZC05MWQ1LTkxNjhlZThmMGEzNA.xml,true,Danmark,DK,Risskov,8240.0,43.0,Solmarksvej,Ebeltoft,8400.0,17.0,Erhvervsparken,8240 Risskov,Solmarksvej 43,Til kapitalejeren i Flex HÃ¥ndvÃ¦rkerservice ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-06-07,,Statsaut. revisor,,35469834.0,1011341620.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Bertelsen,Leo Larsen,Leo Larsen,FLEX HÃNDVÃRKERSERVICE ApS,Bjarne Bertelsen,Ebeltoft,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-31,Risskov,,,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:24124959,indberetninger-20180424,2.5949414,35469834.0,,2018-03-29T03:17:48.107Z,2017-06-07T07:34:11.871Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BG-04-MK,2017-06-07T07:34:12.127Z,,,,,,,,,,,,,,,,,,,,,,28711395.0,ADMINISTRATIONSSELSKABET BJARNE BERTELSEN 2015 ApS
