entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,FairValueAdjustementsOfPropertyPlantAndEquipment,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPrepaymentsReceivedFromCustomers,NoncurrentAssets,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
27241948,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,4941.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",191158.0,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,0.0,1281249.0,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,390720.0,390720.0,Aarhus,2017-01-01,2017-12-31,694430.0,890529.0,1281249.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,196099.0,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27241948,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,694430.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27241948,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,22710462.0,1000000.0,8500.0,2336966.0,22700000.0,22710462.0,17226484.0,11782951.0,11382951.0,400000.0,22700000.0,22700000.0,3147012.0,3147012.0,1336966.0,4511512.0,5443533.0,317000.0,10462.0,16158.0,1962.0,15000.0,,,,,
27241948,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,
27241948,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,1336966.0,,,,,,,,,,,,,,,,,,,,,,,
27241948,2018-01-01,2018-01-01,c431,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,14109800.0,8590200.0,,,
27241948,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,-17341.0,-199.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",203830.0,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,-100503.0,1311575.0,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,363979.0,363979.0,Aarhus,2017-01-01,2017-12-31,660803.0,847093.0,1211072.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,186290.0,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
27241948,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,660803.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27241948,2018-01-01,2018-12-31,c254,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,660803.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27241948,2018-01-01,2018-12-31,c305,,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2M1L2FiLzdlLzRiN2QtNDc3NC04NTg1LWY1NThiZmVlZTNhYQ.pdf,http://regnskaber.virk.dk/84914272/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzVjLzEzLzQ4L2IwZGQtNGQzNS1iNTIwLTdkZTI1NTQ1YzJmMw.xml,true,400503.0,Aarhus C,8000.0,29.0,Kystvejen,Ãrhus C,8000.0,4.0,Ãstergade,8000 Aarhus C,c/o Clearwater International K/S,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i DA 48 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-13,2003-07-03,2019-02-20,Statsautoriseret revisor,-100503.0,,,20222670.0,27241948.0,20222670.0,mne35625,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for DA 48 ApS.,Ãrsrapport,8843544.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,SÃ¸ren NÃ¸rbjerg,SÃ¸ren NÃ¸rbjerg,Jyske Bank A/S,DA 48 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-02-13,Aarhus,,urn:ofk:oid:26789075,indberetninger-20180424,2.5118406,27241948.0,AWlYAX-HRYGX6_YTFpLG,2019-03-07T11:55:27.026Z,2019-03-07T11:54:46.650Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-90-JX,2019-03-07T11:54:46.814Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
