entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,AdditionsToIntangibleAssets,AmortisationOfIntangibleAssets,IncreaseDecreaseOfIntangibleAssetsThroughTransfers,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets
35404155,2014-10-01,2015-09-30,c110,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,-69212.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35404155,2014-10-01,2015-09-30,c90,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,-69212.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,-20000.0,5320.0,-73651.0,10339.0,98.0,-89212.0,-78971.0,-20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35404155,2015-09-30,2015-09-30,c112,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,559124.0,34411.0,0.0,100000.0,343114.0,0.0,45533.0,23857.0,170477.0,45533.0,239916.0,559124.0,535267.0,239916.0,216010.0,68787.0,170477.0,-76143.0,535267.0,337809.0,68787.0,197458.0,,,,,,,,
35404155,2015-10-01,2015-10-01,c123,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
35404155,2015-10-01,2015-10-01,c159,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45533.0,,,,,,,
35404155,2015-10-01,2015-10-01,c195,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12550.0,183027.0,,,,,
35404155,2015-10-01,2015-10-01,c252,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,
35404155,2015-10-01,2015-10-01,c273,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,-76143.0,,,,,,,,,,,,,,,,,,,,,,
35404155,2015-10-01,2016-09-30,c0,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,-154129.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,0.0,49428.0,-82813.0,21888.0,0.0,-154129.0,-132241.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,
35404155,2015-10-01,2016-09-30,c1,,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzkwLzE4Lzk4LzQ4NzItNDQwMS1hZmMyLTYwZDBlN2MzMmQxOA.pdf,http://regnskaber.virk.dk/55140453/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzAyLzU4L2JjL2YwMjQtNDllNS1iZmUzLTk3MWJjMTllMTAzYg.xml,1.0,13675.0,Viborg,8800.0,"11, 1. sal",Tingvej,Skals,8832.0,18.0,Hovedgaden,8832 Skals,Ãbrinken 11,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i Nabolink ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-01-26,2013-07-12,2017-01-30,38201.0,Statsautoriseret revisor,20222670.0,35404155.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for Nabolink ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Jan Laursen,Jan Laursen,Den Jyske Sparekasse,Nabolink ApS,BDO Statsautoriseret revisionsaktieselskab,Viborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2016-09-30,2015-10-01,2017-01-26,Viborg,86694526.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23446520,indberetninger-20180424,2.5124211,35404155.0,,2018-03-27T13:43:29.268Z,2017-02-02T12:06:46.229Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-92-UF,2017-02-02T12:06:46.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
