entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfContributedCapital,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
31153859,2014-01-01,2014-01-01,c9,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,1.0,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153859,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,1.0,3870.0,142214.0,9543.0,7297.0,-129071.0,-129266.0,-136541.0,-195.0,,,,,,,,,,,,,,,,,,,,
31153859,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,-129071.0,,,,,,,,,,,,,,,,,,,,,,,
31153859,2014-12-31,2014-12-31,c7,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,1.0,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,813555.0,742615.0,125000.0,810007.0,603952.0,3548.0,813555.0,209603.0,3548.0,21351.0,21416.0,3548.0,98400.0,380552.0,209603.0,67392.0,188252.0,45976.0,,
31153859,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,1.0,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153859,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,1.0,3548.0,142193.0,46242.0,2917.0,-96582.0,-96582.0,-99499.0,0.0,,,,,,,,,,,,,,,,,,,,
31153859,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,10686504.0,REVISIONSFIRMAET EVAN KLARHOLT REGISTRERET REVISOR FRR
31153859,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153859,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,-96582.0,,,,,,,,,,,,,,,,,,,,,,,
31153859,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzY0LzU2Lzk1LzIwL2FhOGItNGQ0OS1hNDVhLTVjNmQwY2IwMjg1NQ.xhtml,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzgxLzQ3LzdjL2M0ZmYtNDY2Mi1iZmQ2LTY1ZThjZTgxOWQ2NA.pdf,http://regnskaber.virk.dk/95835113/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4Lzg2LzhhL2NlLzFmODMtNDc2MS05OTExLWViYTc3NWMyM2Q1OA.xml,true,Danmark,DK,SmÃ¸rum,2765.0,5.0,RiskÃ¦r,Danmark,DK,KÃ¸benhavn K,1092.0,Holmens Kanal 2-12,Erhverv Direkte,SmÃ¸rum,2765.0,7.0,Kirkevangen,2765 SmÃ¸rum,RiskÃ¦r 5,Til direktionen i KLAR INVEST ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-31,Reg. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har erklÃ¦ret, at selskabets samtlige forpligtelser, herunder eventualforpligtelser, fremgÃ¥r af Ã¥rsrapporten.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 125 anparter a 1.000 kr. Anparterne er ikke opdelt i klasser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ikke afgivet sikkerhedsstillelse.</p>",31153859.0,1012666116.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Evan Klarholt,SÃ¸ren Schmidt Petersen,SÃ¸ren Schmidt Petersen,Danske Bank,KLAR INVEST ApS,Revisionsfirmaet Evan Klarholt,1.0,22.0,SmÃ¸rum,2014-01-01,2014-12-31,2015-12-31,2015-01-01,false,false,2016-05-25,SmÃ¸rum,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22595556,indberetninger-20180424,2.595549,31153859.0,,2018-03-28T22:08:38.415Z,2016-06-03T10:48:50.236Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-BQ,2016-06-03T10:48:50.443Z,,,,,,,,,,718619.0,689307.0,125000.0,718619.0,408971.0,0.0,718619.0,309648.0,0.0,20954.0,1828.0,0.0,0.0,283971.0,309648.0,29312.0,288694.0,27484.0,,
