entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DisposalsOfInvestments
25124332,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-5406.0,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,12772.0,15484.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,12772.0,101542.0,0.0,86058.0,Skive,2016-01-01,2016-12-31,83364.0,83364.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,0.0,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,,,,,
25124332,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,83364.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,,,,,
25124332,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,427564.0,12555.0,125000.0,71101.0,427564.0,356463.0,321240.0,0.0,321240.0,321240.0,-53899.0,356463.0,353025.0,93769.0,93769.0,3438.0,,,,,
25124332,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,125000.0,,,,,,,,,,,,,,,,,
25124332,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,-53899.0,,,,,,,,,,,,,,,,,
25124332,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,-263616.0,263616.0,,,
25124332,2017-01-01,2017-01-01,c573,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,0.0,321240.0,,,
25124332,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-4977.0,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,9359.0,15658.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,14145.0,15658.0,4786.0,0.0,Skive,2016-01-01,2016-12-31,-3464.0,-3464.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,0.0,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
25124332,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,-3464.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,,,,,
25124332,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2RlLzA5LzFlL2RkMGYtNGI5MC05NzI5LWUyODgwZjdjMDllZg.pdf,http://regnskaber.virk.dk/23342152/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzk5L2JjLzE1L2MzOGUtNDlhNS04NjA5LTc5ZTYyODg4MTM5Ng.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,Skive,7800.0,77.0,Resenvej,7870 Roslev,BlommevÃ¦nget 22,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejeren i PIL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-03-12,1999-12-29,2018-03-19,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat samt for fÃ¦llesregistrering af moms.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,,20222670.0,25124332.0,20222670.0,mne36182,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for PIL Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Hermann,Poul Kikkenberg Jensen,Poul Kikkenborg Jensen,Sparekassen Vendsyssel,PIL Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Skive,2016-01-01,2016-12-31,-3464.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skive,2017-12-31,2017-01-01,true,2018-03-12,Viborg,,urn:ofk:oid:25257512,indberetninger-20180424,2.5097437,25124332.0,,2018-04-04T15:07:03.022Z,2018-04-03T17:11:04.176Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-02-FU,2018-04-03T17:11:04.318Z,,,,,,,,,,,,,,,,,,,,,
