entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherReserves,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
21800430,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,55408.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",523306.0,809219.0,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,236353.0,5848.0,Faxe,2013-01-01,2013-12-31,486485.0,523306.0,753811.0,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,36821.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,486485.0,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,22045437.0,581.0,125000.0,393909.0,4778556.0,21651528.0,22045437.0,16237762.0,14603180.0,14603180.0,21651528.0,4116790.0,1309301.0,21651528.0,0.0,1029119.0,1029119.0,536766.0,288302.0,1634582.0,393328.0,36979.0,393328.0
21800430,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,66803.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",476220.0,742986.0,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,199964.0,1.0,Faxe,2013-01-01,2013-12-31,536074.0,476220.0,676183.0,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,-59854.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,500000.0,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,36074.0,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
21800430,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8vcGRmcy8yMTgwMDQzMDtBcFMyNTYxOTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/03400812/Y3ZyLmRrOi8veGJybHMvWC03MUE5QzA0MC0yMDE1MDIxMl8xMDM0NTlfMDgw.xml,Faxe,4640.0,8.0,Vivedevej,4683  RÃ¸nnede,Center Alle' 6,Til den daglige ledelses i Vilhelmsminde ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-12,2015-02-12,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">VÃ¦sentligste aktivitet er udlejning af landbrugsjord og bygninger.</p>",,,21800430.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Christensen,Jens Christensen,Anders Christensen,Ãstdansk Landboforening,Alm. Brand Bank,VILHELMSMINDE ApS,Jens Christensen,,,Faxe,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-02-12,RÃ¸nnede,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352397,indberetninger-20180424,2.5118417999999996,21800430.0,,2018-03-30T11:09:00.710Z,2015-02-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-8.843,2015-02-12T23:00:00.000Z,21729698.0,581.0,125000.0,144973.0,5314630.0,21584725.0,21729698.0,15445803.0,14607858.0,14607858.0,21584725.0,4116790.0,674954.0,21584725.0,500000.0,969265.0,969265.0,572840.0,137540.0,837945.0,144392.0,25451.0,144392.0
