entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
35417664,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,-4353.0,7.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,199694.0,2018-10-30,2013-08-26,2018-11-20,202915.0,Statsautoriseret revisor,-775000.0,2986798.0,4008079.0,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,9067.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,158054.0,2197.0,9067.0,Aarhus,189264.0,2016-10-01,2017-09-30,629895.0,825236.0,818366.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,29468.0,195341.0,2610012.0,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,775000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,-145105.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,3497520.0,1806411.0,80000.0,29864.0,79115.0,1775408.0,113049.0,11993.0,3497520.0,1722112.0,106351.0,231393.0,106351.0,588079.0,12000.0,125042.0,775000.0,920408.0,5407.0,1722112.0,0.0,1459716.0,466152.0,199693.0,878933.0,872585.0,,,,,,,
35417664,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,920407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35417664,2017-10-01,2017-10-01,c456,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,247186.0,360235.0,,,,,
35417664,2017-10-01,2017-10-01,c462,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,198477.0,210470.0,,,,,
35417664,2017-10-01,2017-10-01,c579,,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Y3L2Y0L2U3L2JmZmItNDEzYS1iYjdkLTdkM2EwZmQxZjdhYw.pdf,http://regnskaber.virk.dk/46671453/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2IxL2FjL2FiLzIyNTQtNDRmYy04OWY0LWJjOWMwODZkOWE0MA.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,Mejlgade 35A,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Gejst Studio ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-10-30,2013-08-26,2018-11-20,,Statsautoriseret revisor,-775000.0,,,20222670.0,35417664.0,20222670.0,mne35625,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Gejst Studio ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Trap Olesen,Susanne Klit Due,Jesper Broberg Bang,Gejst Studio ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-09-30,2017-10-01,true,2018-10-30,Aarhus,,,,urn:ofk:oid:26434248,indberetninger-20180424,2.5095992000000003,35417664.0,AWeI5GDGet7j816DxWPc,2018-12-07T13:39:45.389Z,2018-12-07T13:38:46.978Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EK-16-DX,2018-12-07T13:38:47.114Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106350.0,,,,
