entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermLiabilitiesOtherThanProvisions,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DepreciationOfPropertyPlantAndEquipment
35679510,2017-07-01,2017-07-01,c741,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,486764.0,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35679510,2017-07-01,2018-06-30,c123,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,76057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35679510,2017-07-01,2018-06-30,c3,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,76057.0,1.0,53472.0,178802.0,18397.0,106933.0,125330.0,30876.0,,,,,,,,,,,,,,,,,,,,,,,,,
35679510,2017-07-01,2018-06-30,c742,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,76057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35679510,2018-06-30,2018-06-30,c4,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,612821.0,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,2406748.0,301720.0,50000.0,305381.0,3661.0,70573.0,15000.0,2081367.0,2406748.0,1793927.0,5000.0,1720573.0,1650000.0,2101367.0,5000.0,43398.0,2096367.0,562821.0,73354.0,3661.0,29956.0,,,,
35679510,2018-06-30,2018-06-30,c743,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,562821.0,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35679510,2018-07-01,2018-07-01,c136,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,
35679510,2018-07-01,2018-07-01,c145,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142258.0,2223625.0,
35679510,2018-07-01,2018-07-01,c160,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000.0,100000.0,
35679510,2018-07-01,2018-07-01,c199,,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzdmLzczL2RkLzAxYjktNGQ3Ny04NTJmLTk1MzJmNDQwZjAxZA.pdf,http://regnskaber.virk.dk/01597653/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzE0LzZiL2JhL2U2Y2QtNDAxNi04MWNhLTE0MDBiMmM1MDk4Zg.xml,Danmark,Holstebro,7500.0,4.0,Hostrupsvej,Ulfborg,6990.0,5.0,Industriarealet,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-09-10,2019-09-10,2014-03-06,2019-09-10,statsautoriseret revisor,mail@kroyerpedersen.dk,562821.0,89224918.0,35679510.0,89224918.0,mne31444,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Thorsminde Ferieboliger ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Uffe Larsen,Ole Madsen,Bente Flarup,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",RingkjÃ¸bing Landbobank A/S,Thorsminde Ferieboliger ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ulfborg,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2019-06-30,2018-07-01,2019-09-10,Holstebro,9610 6161,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27819337,indberetninger-20180424,2.5117178,35679510.0,AW0qQQbtIXJRhhXBNqGB,2019-09-13T10:53:48.184Z,2019-09-13T10:52:46.579Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-31-BF,2019-09-13T10:52:47.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
