entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29603308,2012-10-01,2013-09-30,ID_11,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,487413.0,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2012-10-01,2013-09-30,ID_7,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,-487413.0,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,6340.0,-389266.0,31022.0,125396.0,-489980.0,-364584.0,-2567.0,,,,,,,,,,,,,,,,,,,,,,
29603308,2012-10-01,2013-09-30,ID_9,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,487413.0,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-09-30,2013-09-30,ID_13,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,4176660.0,5118.0,250000.0,674735.0,6883.0,870406.0,1925.0,662734.0,3500000.0,4176660.0,3306254.0,662734.0,3501925.0,3501925.0,620406.0,3306254.0,3238582.0,24600.0,6883.0,16072.0,27000.0,
29603308,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,162249.0,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-10-01,2014-09-30,ID_14,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-10-01,2014-09-30,ID_15,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603308,2013-10-01,2014-09-30,ID_16,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8vcGRmcy8yOTYwMzMwODtBcFMzNzQxNTc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/80330692/Y3ZyLmRrOi8veGJybHMvWC0yMkE1RjRFMy0yMDE1MDIyN18xODU4MjdfNDkw.xml,"7700, Thisted",Jernbanegade 18,Til kapitalejerne i CB Byg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2015-01-20,2006-05-29,2015-02-27,29603308.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for CB Byg ApS.,"Vi har revideret Ã¥rsregnskabet for CB Byg ApS for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Christian SchÃ¸nning Madsen,Nordea,CB Byg ApS,Peder Harbo Andersen,,2014-09-30,2013-10-01,2015-01-20,Thisted,97 97 55 18,RevisionspÃ¥tegning,urn:ofk:oid:17612660,indberetninger-20180424,2.5097342,29603308.0,,2018-03-30T13:57:10.446Z,2015-02-28T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.048,2015-02-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
