entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherPayables,OtherShorttermReceivables,PayablesToGroupEnterprises,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,TaxPayables,TradePayables,NameOfAuditFirm
36917091,2015-01-01,2015-12-31,ctx26,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,-121188.0,statsautoriseret revisor,-2406815.0,3190255.0,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,-20606.0,28378.0,2015-01-01,2015-12-31,510912.0,670024.0,662252.0,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,-159112.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2015-01-01,2015-12-31,ctx28,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,460312.0,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2015-12-31,2015-12-31,ctx30,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,5309251.0,3398426.0,50000.0,4619320.0,6659.0,3397231.0,74400.0,615531.0,615531.0,533319.0,5309251.0,1769345.0,533319.0,689931.0,685078.0,11332.0,9375.0,74400.0,50600.0,142675.0,142675.0,460312.0,2836319.0,1769345.0,687575.0,510000.0,159584.0,182736.0,892156.0,
36917091,2016-01-01,2016-12-31,ctx15,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-01-01,2016-12-31,ctx16,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,-121188.0,statsautoriseret revisor,-2043278.0,3121455.0,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,-6442.0,15733.0,2015-01-01,2015-12-31,730605.0,966280.0,956989.0,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,-235675.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-01-01,2016-12-31,ctx17,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-01-01,2016-12-31,ctx18,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-01-01,2016-12-31,ctx19,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advisor Revision
36917091,2016-01-01,2016-12-31,ctx20,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advisor Revision
36917091,2016-01-01,2016-12-31,ctx21,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2IxL2ZlL2E1Lzc2MTgtNDEwZS05MzU5LWUzNmQyNjg2N2M3Mw.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzllLzk2Lzc3L2JiMWUtNGEzNS1hZTRmLTM3YzIyYmY3NjcyYw.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2017-05-31,2017-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Jahn Thorup,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL TakeOff ApS,,,2015-01-01,2015-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2016-12-31,2016-01-01,2017-05-31,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24192081,indberetninger-20180424,2.5122888,36917091.0,,2018-03-29T09:39:33.708Z,2017-06-13T14:31:52.942Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-JG,2017-06-13T14:31:53.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statsautoriseret Revisionsanpartsselskab
