entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherPayables,OtherShorttermReceivables,PayablesToGroupEnterprises,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,TaxPayables,TradePayables,ClassOfReportingEntity,InformationOnSignatureOfAuditors,NameOfAuditFirm
36917091,2016-01-01,2016-12-31,ctx53,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,-121188.0,statsautoriseret revisor,-2043278.0,3121455.0,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,-6442.0,15733.0,2016-01-01,2016-12-31,730605.0,966280.0,956989.0,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,-235675.0,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-01-01,2016-12-31,ctx55,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,678905.0,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2016-12-31,2016-12-31,ctx57,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,6377672.0,4700331.0,50000.0,5808929.0,6659.0,4077236.0,55800.0,512943.0,512943.0,569744.0,6377672.0,2159576.0,569744.0,568743.0,877158.0,47870.0,9375.0,55800.0,51700.0,140860.0,140860.0,3975536.0,2159576.0,538854.0,292397.0,191928.0,237490.0,1035553.0,,,
36917091,2017-01-01,2017-12-31,ctx43,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,-121188.0,statsautoriseret revisor,-2279788.0,2754411.0,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,-54742.0,11912.0,2016-01-01,2016-12-31,241970.0,310605.0,353435.0,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,-68635.0,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regnskabsklasse B,KÃ¸benhavn,
36917091,2017-01-01,2017-12-31,ctx44,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2017-01-01,2017-12-31,ctx45,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36917091,2017-01-01,2017-12-31,ctx47,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advisor Revision
36917091,2017-01-01,2017-12-31,ctx48,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advisor Revision
36917091,2017-01-01,2017-12-31,ctx49,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statsautoriseret Revisionsanpartsselskab
36917091,2017-01-01,2017-12-31,ctx50,,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzkwL2IzLzg4L2M4YzMtNGZjMC1iMzVkLWM3NTU4ZGFiZDJmMA.pdf,http://regnskaber.virk.dk/19071963/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZkL2NjLzVkL2JiZTEtNGRlOS04ZTkyLWYzZWVkMGFjN2RkYQ.xml,2100 KÃ¸benhavn Ã,RosenvÃ¦ngets AllÃ© 19,2670 Greve,Ole Larsensvej 1,2018-05-31,2018-05-31,,statsautoriseret revisor,,,34213798.0,36917091.0,33883889.0,Ãrsrapport,Daniel Lipski,Daniel Lipski,Yogaudstyr ApS,XBRL Takeoff ApS,,,2016-01-01,2016-12-31,,,,Hjemstedskommune: KÃ¸benhavn,2017-12-31,2017-01-01,2018-05-31,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:25741930,indberetninger-20180424,2.5118437,36917091.0,AWPYrIVP0wkEsASktfmQ,2018-06-07T05:16:42.544Z,2018-06-07T05:16:10.846Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-36-JM,2018-06-07T05:16:11.112Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statsautoriseret Revisionsanpartsselskab
