entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34084394,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,3664.0,34084394.0,1003950290.0,33653.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,0.0,0.0,HolbÃ¦k,2014-01-01,2014-12-31,36398.0,37317.0,3664.0,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,919.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,,,,,,,,,,,,,,,,,,
34084394,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,50000.0,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,,,,,,,,,,,,,,,,,,
34084394,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,-217347.0,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,,,,,,,,,,,,,,,,,,
34084394,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,203745.0,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,,,,,,,,,,,,,,,,,,
34084394,2014-12-31,2014-12-31,c11,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,664805.0,80000.0,70281.0,0.0,655190.0,664805.0,9615.0,594524.0,594524.0,594524.0,3000.0,50000.0,423524.0,101666.0,9615.0,70281.0,63249.0,6615.0,7032.0,,,
34084394,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,80000.0,,,,,,,,,,,,,,,,,
34084394,2015-01-01,2015-01-01,c13,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,423524.0,,,,,,,,,,,,,,,,,
34084394,2015-01-01,2015-01-01,c14,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,101666.0,,,,,,,,,,,,,,,,,
34084394,2015-01-01,2015-01-01,c15,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,50000.0,,,,,,,,,,,,,,,,,
34084394,2015-01-01,2015-01-01,c16,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzFhLzNiLzk3LzdjYjItNGI0MC05MjgwLWQwNTI0OWQ4YmQ5Nw.xhtml,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2E4LzYyL2JjLzRmNWMtNDE0NC1iYTJkLWNlOGEwN2JkZjY0Mg.pdf,http://regnskaber.virk.dk/49348043/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2E0LzU5Lzg3Lzg3ZjItNDZmMy04MjdmLWU2ZjZjN2Q5MmY4Mw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,60.0,Kalundborgvej,HolbÃ¦k,4300.0,9.0,SÃ¸strupvej,4300 HolbÃ¦k,Kalundborgvej 60,Til kapitalejerne i LJK Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-25,2016-05-31,registreret revisor HD-R,,34084394.0,1003950290.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Skovholm,Leif Ordrup Pedersen,Leif Ordrup Pedersen,Pengeinstitut Nordea Bank,LJK HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-25,HolbÃ¦k,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22518052,indberetninger-20180424,2.5955529999999998,34084394.0,,2018-03-29T10:47:50.313Z,2016-05-31T13:57:47.084Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-18-TE,2016-05-31T13:57:47.392Z,,,,,655190.0,,,,,,,,,,,,,,,,,
