entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
36079363,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,2018-05-28,2018-05-29,19087.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",986408.0,1114169.0,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,2026.0,544.0,KÃ¸benhavn,2016-01-01,2016-12-31,82783.0,107192.0,108674.0,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,24409.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36079363,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,82783.0,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36079363,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,400107.0,265029.0,0.0,60000.0,357926.0,0.0,294.0,135598.0,15040.0,27141.0,400107.0,260578.0,42181.0,138469.0,55793.0,42181.0,3931.0,3931.0,75598.0,260578.0,102093.0,92897.0,18106.0,1910.0,36810.0,,,
36079363,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,2018-05-28,2018-05-29,21283.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",1087864.0,900846.0,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,6857.0,1317.0,KÃ¸benhavn,2016-01-01,2016-12-31,-167808.0,-213841.0,-208301.0,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,-46033.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36079363,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,13835640.0,KORSGAARD REVISION A/S,
36079363,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jess Christian Jensen
36079363,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Braa Rimhoff
36079363,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis MÃ¼ller
36079363,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,13835640.0,KORSGAARD REVISION A/S,
36079363,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzVkLzQyL2VkLzFlN2UtNDAxYS1hN2MwLWYzMWQ5MzE1ODZhMw.xhtml,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2JjLzZmLzcwLzkxL2NhNjktNDM2Yi1iNWYyLWUxOTI0NjBmZjEzYg.pdf,http://regnskaber.virk.dk/36397063/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzZlL2M3Lzg1LzMwMmYtNGMzMi04YzhlLTAzNzE5MzEyMmQwOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,KÃ¸benhavn K,1200.0,"21, St",HÃ¸jbro Plads,5750 Ringe,Algade 2,Til den daglige ledelse i WAAITT ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-28,2018-05-29,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,36079363.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Jess Jensen,WAAITT ApS,Korsgaard Revision A/S,,,KÃ¸benhavn,2016-01-01,2016-12-31,-167808.0,,,2017-12-31,2017-01-01,false,false,2018-05-28,Ringe,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25635627,indberetninger-20180424,2.5949402000000004,36079363.0,AWO2A5YT0wkEsASktO1U,2018-05-31T11:44:49.456Z,2018-05-31T11:44:37.799Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-99-SS,2018-05-31T11:44:38.103Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
