entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
29917353,2016-07-01,2016-07-01,c172,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,-93170.0,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,125000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29917353,2016-07-01,2016-07-01,c704,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,125001.0,,,,,,,,,,,,,,,,,,,,,,,,,
29917353,2016-07-01,2016-07-01,c725,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,-119391.0,,,,,,,,,,,,,,,,,,,,,,,,,
29917353,2016-07-01,2017-06-30,c120,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,35107.0,,,,,,,,,,,,,,,,,,,,,,,,
29917353,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,,39174.0,,,,,,,,,,,,,,,,,,,,,,,
29917353,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,35107.0,,-6862.0,39174.0,571.0,571.0,31741.0,-6862.0,-3366.0,,,,,,,,,,,,,,,,
29917353,2016-07-01,2017-06-30,c726,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,35107.0,,,,,,,,,,,,,,,,,,,,,,,,
29917353,2017-06-30,2017-06-30,c176,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,-53996.0,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,125000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,,,,,,,,,,,71004.0,,,,,,,,,,,,,,,
29917353,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,40717.0,,,,,,,,,,71004.0,74372.0,2.0,125001.0,3368.0,0.0,74372.0,33655.0,71004.0,71004.0,-84284.0,33655.0,27405.0,3366.0,3366.0,6250.0
29917353,2017-06-30,2017-06-30,c706,,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmLzNjL2IzL2Q4ZTktNDk3MS04NmVkLWIyMWMyM2Q0MzIyYQ.pdf,http://regnskaber.virk.dk/35371992/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2UxLzA2LzBmL2IxMzEtNDM0YS1iNmZlLWE1OTk0NGFkYzdlZA.xml,,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,Viby SjÃ¦lland,4130.0,6.0,Toftevangen,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-13,2018-12-13,2006-09-19,2018-12-21,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Buusjensen@buusjensen.dk,16119040.0,29917353.0,16119040.0,mne27757,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Holding NSN ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Arne SÃ¸rensen,Henning Sparre,Henning Sparre,"BUUS JENSEN, Statsautoriserede revisorer",Holding NSN ApS,"BUUS JENSEN, Statsautoriserede revisorer",Viby SjÃ¦lland,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,ApS,TeamCOM ApS,Roskilde,2018-06-30,2017-07-01,100.0,2018-12-13,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:26498977,indberetninger-20180424,2.5118406,29917353.0,AWfQhI1ret7j816DxhUY,2018-12-21T11:27:03.191Z,2018-12-21T11:26:43.443Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-48-MV,2018-12-21T11:26:43.609Z,125001.0,,,,,,,,,,,,,,,,,,,,,,,,,
