entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToAssociates,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ReportingPeriodNumber,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
30731905,2015-01-01,2015-12-31,c58,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,53312.0,Regnskabsklasse B,222035.0,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,1637042.0,29619670.0,30731905.0,29619670.0,Ãrsrapport,96946.0,13144.0,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,317815.0,207725.0,2015-01-01,2015-12-31,885060.0,1160407.0,1478222.0,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,275347.0,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2015-01-01,2015-12-31,c73,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,885060.0,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2015-12-31,2015-12-31,c74,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,20515278.0,595792.0,500000.0,615278.0,436728.0,4561228.0,19900000.0,20515278.0,12501290.0,8733698.0,8733698.0,19900000.0,168176.0,19486.0,19900000.0,3452760.0,3452760.0,4061228.0,3767592.0,476905.0,1361926.0,644644.0,436728.0,19486.0,222035.0,20450.0,,,,,,,,
30731905,2016-01-01,2016-01-01,c113,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2016-01-01,2016-01-01,c131,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,4061228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2016-01-01,2016-01-01,c202,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,8284128.0,0.0,28184128.0,,,,,
30731905,2016-01-01,2016-01-01,c236,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,9210603.0,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2016-01-01,2016-12-31,c104,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30731905,2016-01-01,2016-12-31,c11,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,98075.0,Regnskabsklasse B,241944.0,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,1653841.0,29619670.0,30731905.0,29619670.0,Ãrsrapport,16077.0,27839.0,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,150969.0,107053.0,2015-01-01,2015-12-31,1162853.0,1502872.0,1653841.0,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,340019.0,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,
30731905,2016-01-01,2016-12-31,c12,,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzFhL2UxL2U5L2NhLzYzYmUtNDBmMy1hNTEzLTFjNTVjN2RjYjkyMA.pdf,http://regnskaber.virk.dk/50913703/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2I5LzRhL2UwLzFiYmQtNDQyMS1hOWMwLWY3ZTVhNGFhNjc1Yw.xml,Danmark,DK,HelsingÃ¸r,3000.0,10A,NordlysvÃ¦nget,Danmark,DK,Helsinge,3200.0,14.0,Bymosevej,3000 HelsingÃ¸r,NordlysvÃ¦nget 10A,,Regnskabsklasse B,,2017-05-08,2007-07-30,2017-05-08,info@wvh.dk,,29619670.0,30731905.0,29619670.0,Ãrsrapport,,,6364143.0,477219.0,SÃ¸ren Tyge SÃ¸rensen,Ove Lorentzen,O.L. Estate A/S,WILLADS & VIBE-HASTRUP,,,2015-01-01,2015-12-31,,,,Gribskov,2016-12-31,2016-01-01,2017-05-08,HelsingÃ¸r,,49219200.0,director,formand,RevisionspÃ¥tegning,urn:ofk:oid:23829005,indberetninger-20180424,2.5097437,30731905.0,,2018-03-27T21:44:12.943Z,2017-05-08T14:53:50.006Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-76-BM,2017-05-08T14:53:50.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Registreret revisor,Jan Vibe-Hastrup,WILLADS & VIBE-HASTRUP,
