entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ExtraordinaryProfitLossBeforeTax,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnExtraordinaryEvents,NameAndSurnameOfMemberOfExecutiveBoard
30528581,2013-10-01,2014-09-30,ID_10,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,-109073.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2013-10-01,2014-09-30,ID_12,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,764.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2013-10-01,2014-09-30,ID_14,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,-108309.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2013-10-01,2014-09-30,ID_8,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,108309.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,105459.0,109073.0,3614.0,-3614.0,-2850.0,
30528581,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2014-10-01,2015-09-30,ID_11,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,3283.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2014-10-01,2015-09-30,ID_13,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,-161395.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2014-10-01,2015-09-30,ID_15,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
30528581,2014-10-01,2015-09-30,ID_16,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzNiLzUyL2IxLzhkOGItNGE1YS04OWE0LWM1NDk4NTM5NmNjNQ.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzNkLzlhLzFmLzQ5YjItNGViOS04YjYwLTcyZjQ1NDdiMTZjNw.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-22,2007-07-03,2016-02-02,0.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for JG Holding Glesborg ApS.,Ãrsrapport,0.0,Jonas Gregersen,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab","Glesborg, den 22. januar 2016",2013-10-01,2014-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2015-09-30,2014-10-01,2016-01-22,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22016730,indberetninger-20180424,2.5097437,30528581.0,,2018-03-28T21:39:11.426Z,2016-02-23T15:19:42.767Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-79-ZZ,2016-02-23T15:19:42.872Z,,,,,,
