entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
30528581,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,-4050.0,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,164678.0,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,161395.0,160443.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,-952.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,-164678.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2014-10-01,2015-09-30,ID_9,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,3283.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2015-09-30,2015-09-30,ID_11,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,697549.0,3247.0,125000.0,43382.0,638166.0,697549.0,59383.0,654167.0,654167.0,654167.0,65.0,0.0,529167.0,-16001.0,59383.0,40135.0,0.0,40070.0,55833.0,3550.0,
30528581,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,-4050.0,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,336519.0,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,333792.0,332469.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,-1323.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,Jonas Gregersen
30528581,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
30528581,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzBmLzcyLzZjLzUwYTQtNDM1My05MTFhLWU5ZjkxM2RhZmQzMA.pdf,http://regnskaber.virk.dk/18582503/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzJiLzNhLzdhL2E2MjMtNDgzNy1iOGNlLTFiYmM2ZjhmYWI4ZA.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i JG Holding Glesborg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-12-15,2016-12-15,2007-07-03,2017-01-10,,19553876.0,30528581.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for JG Holding Glesborg ApS.,,Ãrsrapport,Jonas Gregersen,LDM Revision,JG Holding Glesborg ApS,"LDM Revision, Registreret Revisionsanpartsselskab",Glesborg,2014-10-01,2015-09-30,-50600.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Norddjurs, 707",2016-09-30,2015-10-01,2016-12-15,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395172,indberetninger-20180424,2.5118406,30528581.0,,2018-03-27T11:28:00.433Z,2017-01-16T07:53:43.354Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-89-EH,2017-01-16T07:53:43.601Z,,,,,,,,,,,,,,,,,,,,,
