entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
20824840,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,1936792.0,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,103400.0,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,-62931.0,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,42869.0,-34589.0,27.0,96064.0,27.0,61448.0,-34589.0,18579.0,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,-62931.0,,,,,,,,,,,,,,,,,,,,,,,,,
20824840,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,105800.0,103400.0,,,,,,,,,,,,,,,,
20824840,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,2104661.0,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,,,2114125.0,12702.0,125000.0,2114125.0,0.0,2114125.0,9464.0,2096398.0,964.0,105800.0,1873861.0,2096398.0,9464.0,5025.0,5025.0,8500.0
20824840,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzdkLzdkLzhlLzFiMTMtNDU4Ni05NzcwLTU3NmQ1MWY4ZmFjYg.pdf,http://regnskaber.virk.dk/04842802/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzY1Lzc0L2MzLzg5NTctNDkyNS04MWFkLTQ1OTRlODM3OGM1Ng.xml,Danmark,Vejen,6600.0,16.0,Torvegade,Kolding,6000.0,14.0,Jernbanegade,RÃ¸dding,6630.0,Jels,"KratvÃ¦nget 5B,","6600, Vejen","Torvegade, 16",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-01,2019-03-01,1998-04-22,2019-03-01,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,20824840.0,32285201.0,mne27728,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for B & H.L. Holding, Jels ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Esmann,Henning Laugesen,Henning Laugesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Sydbank,"B & H.L. Holding, Jels ApS","Martinsen, Statsautoriseret Revisionspartnerselskab",RÃ¸dding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,2019-03-01,Vejen,76 96 33 66,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26765668,indberetninger-20180424,2.5118406,20824840.0,AWlIAWFFRYGX6_YTFhzh,2019-03-04T09:20:46.910Z,2019-03-04T09:20:43.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-64-CB,2019-03-04T09:20:43.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,
