entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,IncomeFromInvestmentsInAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ValueAdjustmentsOfEquity,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,AddressOfAuditorCountry,EmailOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
33255632,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,100000.0,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-01-01,c735,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,0.0,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,1627089.0,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,-7315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,28499.0,-9000.0,38255.0,0.0,9000.0,756.0,28499.0,-9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c474,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,35814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c736,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,,,,,,,,,35814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,-7315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255632,2015-01-01,2015-12-31,c745,,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzE5LzlhLzgwLzdiMzEtNGI1MS1iMjY4LWU1YzI4YzE2NTE4Zg.pdf,http://regnskaber.virk.dk/23655233/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzQ2L2I1LzljLzJiMzMtNGVkMy1iYzJmLWI0ZjFlNmI5N2MwNA.xml,Farum,3520.0,21.0,SolhÃ¸jpark,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-20,2017-04-20,2010-10-26,2017-04-20,,33255632.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for HUS16 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nina Lindholst,Nina Lindholst,HUS16 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Farum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ kommune,2016-12-31,2016-01-01,2017-04-20,KÃ¸benhavn,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23801065,indberetninger-20180424,2.5097342,33255632,,2018-03-27T19:18:42.320Z,2017-05-03T09:00:56.284Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-38-RY,2017-05-03T09:00:56.465Z,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
