entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DistributedDividendsFromGroupEnterprises
21594202,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,5000.0,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,12000.0,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,6000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,36000.0,Esbjerg,2017-01-01,2017-12-31,25000.0,30000.0,-6000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,5000.0,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,,,,,,,,,,,,,,,,,,
21594202,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,106000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,,,,,,,,,,,,,,,,,,
21594202,2017-01-01,2017-12-31,c185,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,6000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,,,,,,,,,,,,,,,,,,
21594202,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,-87000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,,,,,,,,,,,,,,,,,,
21594202,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,1100000.0,185000.0,125000.0,1091000.0,1100000.0,9000.0,222000.0,222000.0,222000.0,106000.0,112000.0,748000.0,9000.0,693000.0,693000.0,3000.0,,,,,
21594202,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,125000.0,,,,,,,,,,,,,,,,,
21594202,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,112100.0,,,,,,,,,,,,,,,,,
21594202,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,748450.0,,,,,,,,,,,,,,,,,
21594202,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,105800.0,,,,,,,,,,,,,,,,,
21594202,2018-01-01,2018-01-01,c551,,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzlmLzAxLzU0LzY1ZmUtNDA4OC1hNmFkLTNhMTM5MjcwNTk4OA.pdf,http://regnskaber.virk.dk/20249512/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA1Lzg2L2QwLzZjZjMtNDlkYS04YjViLTk0NWU3NTE0MDJhNg.xml,true,Esbjerg,6700.0,6.0,BavnehÃ¸jvej,6710 Esbjerg V,EngvÃ¦nget 12,DK-6700 Esbjerg,BavnehÃ¸jvej 6,Til kapitalejeren i Niels Juul Boysen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-01,1999-03-23,2019-02-01,Registreret revisor,-105800.0,,20222670.0,21594202.0,20222670.0,mne11747,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niels Juul Boysen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Egon Nissen,Niels Juul Boysen,Niels Juul Boysen,Niels Juul Boysen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Esbjerg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,68073.0,false,2019-02-01,Esbjerg,,+45 75 11 50 20,urn:ofk:oid:26627221,indberetninger-20180424,2.5097437,21594202.0,AWinwYPget7j816D36Zj,2019-02-01T06:31:50.480Z,2019-02-01T06:31:43.151Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AH-40-HX,2019-02-01T06:31:43.255Z,,,,,,,,,,,,,,,,,112100.0,110000.0,,,
