entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IndependentAuditorsReportsAudit,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermContractWorkInProgressLiabilities,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,EquityTransfersToReserves,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
35209689,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,3630704.0,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,6630704.0,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,211104.0,3182640.0,11181928.0,69521.0,245087.0,1333046.0,6630704.0,6455138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,3000000.0,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2017-12-31,2017-12-31,c13,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,27052700.0,7050252.0,7954625.0,500000.0,22609224.0,46575.0,11655497.0,402602.0,4284.0,4284.0,78748.0,27052700.0,15376432.0,3957842.0,4443476.0,3911267.0,2192164.0,481350.0,3000000.0,20771.0,20771.0,8155497.0,11304955.0,15376432.0,70691.0,426441.0,15558972.0,1382181.0,7604347.0,,,,,
35209689,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2018-01-01,2018-01-01,c15,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,8155497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2018-01-01,2018-01-01,c16,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2018-01-01,2018-01-01,c17,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,11655497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35209689,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,5507233.0,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,185811.0,3001076.0,10376342.0,638398.0,413.0,1044237.0,5507233.0,6145218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,-3020.0,,,
35209689,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzNiLzdlLzA1LzlkZmEtNDg1OS05OWNhLWIwMjI2NTc0ZmQ4Mg.xhtml,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzA4LzEwL2ZiLzMyNDYtNGQ0MS05MDIyLWM1MmY1YTA5YmUzOQ.pdf,http://regnskaber.virk.dk/98690253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQzL2Q0L2IyLzgxZjgtNDAwYy04NzNkLThlMmZkZjA4NWUyOA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,MÃ¥lÃ¸v,2760.0,"229, st",MÃ¥lÃ¸v Byvej,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til kapitalejere i Djurhuus It P/S,6.0,Regnskabsklasse B,2019-05-10,2019-05-26,"Registreret revisor, medlem af FSR og FDR",35209689.0,mne3997,1020064591.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Karina Djurhuus,Kim Djurhuus,DJURHUUS IT P/S,"PDG-revision, Registreret Revisionsanpartsselskab",MÃ¥lÃ¸v,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,false,false,false,true,2019-05-10,AssendlÃ¸se,72220205.0,false,false,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27256915,indberetninger-20180424,2.5949402000000004,35209689.0,AWr64KF7RYGX6_YTIFh6,2019-05-27T20:00:27.854Z,2019-05-27T19:59:45.537Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-07-BW,2019-05-27T19:59:45.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36490977.0,"PDG-REVISION, REGISTRERET REVISIONSANPARTSSELSKAB",
